tconst ordering nconst category job characters
1000007834 2125979147 993972793 480043935 538588297 254737971
1000007834 390717533 2079417694 480043935 538588297 1919104488
1000007834 422092499 1909340559 480043935 538588297 2096284054
1000007834 616583178 720567324 1392770497 900558611 538588297
1000007871 1161197416 88940157 644663674 538588297 1103198110
1000007871 1756912528 216798517 644663674 538588297 1103198110
1000007871 1767767410 367216692 644663674 538588297 1103198110
1000007871 1837452979 2091391898 644663674 538588297 1103198110
1000007871 1985697158 2145476706 644663674 538588297 1103198110
1000007871 2060172782 984099887 644663674 538588297 1103198110
1000007871 2125979147 403028418 644663674 538588297 1103198110
1000007871 390717533 230239726 644663674 538588297 1103198110
1000007871 422092499 1561815843 644663674 538588297 1103198110
1000007871 616583178 789102959 644663674 538588297 1103198110
1000008014 1767767410 269931146 1646020841 538588297 538588297
1000008014 1837452979 1798102861 1392770497 538588297 538588297
1000008014 2125979147 615156026 1723787779 538588297 538588297
1000008014 390717533 298200072 480043935 538588297 538588297
1000008014 422092499 645493405 480043935 538588297 538588297
1000008228 2125979147 1500101508 644663674 538588297 1167447384
1000008228 390717533 1802154823 644663674 538588297 422287308
1000008228 422092499 1106547347 644663674 538588297 1167447384
1000008459 1161197416 1103269249 480043935 538588297 1223606650
1000008459 1767767410 109875919 1723787779 538588297 538588297
1000008459 1837452979 988402314 1942041624 538588297 403254725
1000008459 1985697158 137542499 1646020841 538588297 538588297
1000008459 2125979147 1055357985 480043935 538588297 679304760
1000008459 390717533 833126132 480043935 538588297 452968020
1000008459 422092499 23312556 1942041624 538588297 225375379
1000008459 616583178 1809843723 1392770497 424481765 538588297
1000008650 1161197416 344285435 1646020841 538588297 538588297
1000008650 1756912528 20270868 806426402 538588297 538588297
1000008650 1767767410 2101131616 1723787779 538588297 538588297
1000008650 1837452979 233282106 2061247558 538588297 1594596577
1000008650 1985697158 605736272 1198496725 1198496725 538588297
1000008650 2060172782 1735074038 2061247558 538588297 1594596577
1000008650 2125979147 909857293 644663674 538588297 1569396409
1000008650 390717533 1481306256 1942041624 538588297 293824401
1000008650 422092499 1834619432 644663674 538588297 955499036
1000008650 616583178 858136919 1198496725 1198496725 538588297
1000008676 1161197416 1320526556 1392770497 1392770497 538588297
1000008676 1756912528 2145758084 480043935 538588297 1880583621
1000008676 1767767410 1802036395 1723787779 538588297 538588297
1000008676 1837452979 1049344353 480043935 538588297 1041559782
1000008676 1985697158 1041013222 1392770497 1530375369 538588297
1000008676 2060172782 2001112179 480043935 538588297 1683771314
1000008676 2125979147 1268830151 1942041624 538588297 679839012
1000008676 390717533 1446050010 1942041624 538588297 1408106579
1000008676 422092499 1207179661 1942041624 538588297 2136327646
1000008676 616583178 470289538 1723787779 538588297 538588297
1000008979 1161197416 758136179 1443394659 538588297 538588297
1000008979 1767767410 938667983 1723787779 538588297 538588297
1000008979 1837452979 1731021304 644663674 538588297 1426418559
1000008979 1985697158 125001353 1646020841 538588297 538588297
1000008979 2125979147 1244197853 644663674 538588297 1426418559
1000008979 390717533 179288480 644663674 538588297 422287308
1000008979 422092499 867297831 644663674 538588297 1426418559
1000008979 616583178 1544628568 1198496725 1198496725 538588297
1000009729 1161197416 825335344 480043935 538588297 1264449922
1000009729 1767767410 783106173 1723787779 538588297 538588297
1000009729 1837452979 793898097 1942041624 538588297 1035701116
1000009729 1985697158 960019813 33101384 538588297 538588297
1000009729 2125979147 751687977 480043935 538588297 746884501
1000009729 390717533 2041053571 480043935 538588297 951477323
1000009729 422092499 1958579453 1942041624 538588297 1179554020
1000009729 616583178 1574464817 1392770497 2000365219 538588297
1000009804 1767767410 72166140 1723787779 538588297 538588297
1000009804 1837452979 1718485640 1942041624 538588297 538588297
1000009804 1985697158 74479713 1443394659 538588297 538588297
1000009804 2125979147 1959103293 1942041624 538588297 538588297
1000009804 390717533 372218224 480043935 538588297 538588297
1000009804 422092499 1178577201 1942041624 538588297 538588297
1000009804 616583178 2024646044 1392770497 538588297 538588297
1000009923 1161197416 560695866 33101384 538588297 538588297
1000009923 1756912528 626673553 33101384 294951109 538588297
1000009923 1767767410 929014060 1723787779 538588297 538588297
1000009923 1837452979 1819353731 480043935 538588297 1346292844
1000009923 1985697158 866719357 1392770497 932027794 538588297
1000009923 2060172782 969606196 33101384 538588297 538588297
1000009923 2125979147 693338917 1942041624 538588297 564014140
1000009923 390717533 1438323118 1942041624 538588297 575943401
1000009923 422092499 341816655 480043935 538588297 1724188894
1000009923 616583178 415561925 1723787779 538588297 538588297
1000009973 1161197416 2069968456 1198496725 1198496725 538588297
1000009973 1756912528 228112568 1942041624 538588297 1488772962
1000009973 1767767410 575758741 1723787779 538588297 538588297
1000009973 1837452979 1566651532 1942041624 538588297 1250813314
1000009973 1985697158 845432291 1392770497 1424795122 538588297
1000009973 2060172782 57744430 480043935 538588297 1744983506
1000009973 2125979147 1612430412 1942041624 538588297 421457602
1000009973 390717533 1538276433 480043935 538588297 1247179559
1000009973 422092499 1899588230 480043935 538588297 900667301
1000009973 616583178 1099613218 1392770497 920631082 538588297
1000010201 1161197416 308990513 644663674 538588297 1594596577
1000010201 1767767410 141314873 644663674 538588297 1594596577
1000010201 1837452979 155382380 644663674 538588297 1594596577
1000010201 1985697158 1269923484 644663674 538588297 1356262981
1000010201 2125979147 648608410 644663674 538588297 615883388
1000010201 390717533 325862014 644663674 538588297 279239705
1000010201 422092499 1672748412 644663674 538588297 615883388
1000010201 616583178 426938345 644663674 538588297 1594596577
1000010286 390717533 1052882610 1723787779 538588297 538588297
1000010355 1161197416 1852280640 1443394659 538588297 538588297
1000010355 1756912528 118405247 480043935 538588297 538588297
1000010355 1767767410 1841261266 1723787779 538588297 538588297
1000010355 1837452979 1324611379 480043935 538588297 538588297
1000010355 1985697158 1681626197 1443394659 538588297 538588297
1000010355 2060172782 950444417 480043935 538588297 538588297
1000010355 2125979147 1424551406 480043935 538588297 538588297
1000010355 390717533 1607803079 480043935 538588297 538588297
1000010355 422092499 2052634465 480043935 538588297 538588297
1000010355 616583178 1168494255 1392770497 538588297 538588297
1000010388 390717533 1225909561 1942041624 538588297 293824401
1000011131 1161197416 994174126 1392770497 1392770497 538588297
1000011131 1756912528 426039049 1942041624 538588297 1937754137
1000011131 1767767410 1836297913 1723787779 538588297 538588297
1000011131 1837452979 23384904 1942041624 538588297 1962206041
1000011131 1985697158 1798405959 1392770497 1392770497 538588297
1000011131 2060172782 193306349 480043935 538588297 2074551343
1000011131 2125979147 1967594793 1942041624 538588297 96892579
1000011131 390717533 778534384 1942041624 538588297 34960828
1000011131 422092499 960122769 1942041624 538588297 974910414
1000011131 616583178 383726249 1392770497 853067920 538588297
1000011173 2125979147 892903322 1723787779 538588297 538588297
1000011173 390717533 2087184842 480043935 538588297 538588297
1000011173 422092499 764281455 480043935 538588297 538588297
1000011526 1767767410 1799846321 1646020841 538588297 538588297
1000011526 1837452979 78597329 1392770497 1800720496 538588297
1000011526 2125979147 1519949055 480043935 538588297 2106565602
1000011526 390717533 1672737041 1942041624 538588297 1432999187
1000011526 422092499 620013019 480043935 538588297 802478286
1000011685 1767767410 1548916944 1646020841 538588297 538588297
1000011685 1837452979 1903257961 1723787779 538588297 538588297
1000011685 1985697158 916096770 1443394659 538588297 538588297
1000011685 2125979147 797046866 1942041624 538588297 538588297
1000011685 390717533 21887273 480043935 538588297 538588297
1000011685 422092499 583936909 1942041624 538588297 538588297
1000011685 616583178 839026093 806426402 538588297 538588297
1000011715 1161197416 8391885 1942041624 538588297 1586341754
1000011715 1756912528 1190768693 1942041624 538588297 1588717967
1000011715 1767767410 771558753 1942041624 538588297 938767253
1000011715 1837452979 474860782 480043935 538588297 1130376198
1000011715 1985697158 1447948404 1942041624 538588297 795379289
1000011715 2060172782 1895304415 1942041624 538588297 1170594488
1000011715 2125979147 347321485 1942041624 538588297 1693244463
1000011715 390717533 810635612 1942041624 538588297 1548364443
1000011715 422092499 622751838 1942041624 538588297 1580088030
1000011715 616583178 1593912358 1942041624 538588297 1753054015
1000011887 2125979147 549780378 1198496725 1198496725 538588297
1000011887 390717533 2048717498 1392770497 1392770497 538588297
1000011887 422092499 281141986 1198496725 1198496725 538588297
1000012093 1161197416 148218854 1443394659 538588297 538588297
1000012093 1756912528 503059719 33101384 538588297 538588297
1000012093 1767767410 823708444 1198496725 1198496725 538588297
1000012093 1837452979 589061550 480043935 538588297 1101958071
1000012093 1985697158 961182636 806426402 538588297 538588297
1000012093 2125979147 2040275917 480043935 538588297 1462022571
1000012093 390717533 1928243634 480043935 538588297 2047542890
1000012093 422092499 278538532 1942041624 538588297 23488336
1000012093 616583178 1100317590 1646020841 538588297 538588297
1000012107 1837452979 681532624 644663674 538588297 1594596577
1000012107 2125979147 1752344148 644663674 538588297 1594596577
1000012107 390717533 304187841 644663674 538588297 1594596577
1000012107 422092499 102476553 644663674 538588297 1594596577
1000012306 390717533 733291861 1942041624 538588297 2091910674
1000012379 1837452979 1759456230 1443394659 538588297 538588297
1000012379 2125979147 1245109011 1443394659 538588297 538588297
1000012379 390717533 1584624624 644663674 538588297 422287308
1000012379 422092499 796328934 644663674 538588297 1594596577
1000012551 1161197416 2106168268 1443394659 538588297 538588297
1000012551 1767767410 390028086 1723787779 538588297 538588297
1000012551 1837452979 1419237477 644663674 538588297 1594596577
1000012551 1985697158 406095047 1646020841 538588297 538588297
1000012551 2125979147 379649837 644663674 538588297 1594596577
1000012551 390717533 674738952 644663674 538588297 1594596577
1000012551 422092499 1006105215 644663674 538588297 1594596577
1000012551 616583178 1138815672 1198496725 1198496725 538588297
1000012673 1161197416 1204820364 1942041624 538588297 538588297
1000012673 1756912528 894393869 1942041624 538588297 538588297
1000012673 1767767410 348912820 1942041624 538588297 538588297
1000012673 1837452979 1790600807 1942041624 538588297 538588297
1000012673 1985697158 884889041 1942041624 538588297 538588297
1000012673 2060172782 1604705453 1942041624 538588297 538588297
1000012673 2125979147 665397885 1942041624 538588297 538588297
1000012673 390717533 1339495457 1942041624 538588297 538588297
1000012673 422092499 1554169180 1942041624 538588297 538588297
1000012673 616583178 1266626245 1942041624 538588297 538588297
1000012866 2125979147 323024244 644663674 538588297 689721468
1000012866 390717533 1887805258 644663674 538588297 689721468
1000012866 422092499 425804716 644663674 538588297 689721468
10000132 1161197416 1207079089 644663674 538588297 1594596577
10000132 1756912528 1433829456 644663674 538588297 422287308
10000132 1767767410 548866659 1723787779 538588297 538588297
10000132 1837452979 1302458861 644663674 538588297 422287308
10000132 1985697158 1567044131 644663674 538588297 1594596577
10000132 2060172782 2098197195 644663674 538588297 1426418559
10000132 2125979147 1605236536 644663674 538588297 1594596577
10000132 390717533 542110787 644663674 538588297 1594596577
10000132 422092499 945793499 644663674 538588297 1426418559
1000013244 1161197416 784443475 1443394659 1914197097 538588297
1000013244 1756912528 925197292 1443394659 538588297 538588297
1000013244 1767767410 1418202277 1646020841 538588297 538588297
1000013244 1837452979 682424599 1646020841 538588297 538588297
1000013244 1985697158 914992340 806426402 538588297 538588297
1000013244 2060172782 467997055 1443394659 538588297 538588297
1000013244 2125979147 1224357256 1198496725 1198496725 538588297
1000013244 390717533 1335856206 644663674 538588297 1594596577
1000013244 422092499 1329072458 644663674 538588297 1594596577
1000013244 616583178 552549292 1646020841 538588297 538588297
10000132 616583178 1447136836 1646020841 538588297 538588297
1000013407 1161197416 1720526182 1198496725 1198496725 538588297
1000013407 1767767410 1171057554 1723787779 20042777 538588297
1000013407 1837452979 1257900695 1942041624 538588297 2243292
1000013407 1985697158 1415382416 1392770497 2000365219 538588297
1000013407 2125979147 1222419231 480043935 538588297 1070762585
1000013407 390717533 51539487 480043935 538588297 1896253277
1000013407 422092499 1759548584 1942041624 538588297 2006445448
1000013407 616583178 77672713 1392770497 538588297 538588297
100001375 390717533 1272841294 480043935 538588297 293824401
100001375 422092499 939760301 1723787779 538588297 538588297
1000013964 1161197416 349547492 480043935 538588297 538588297
1000013964 1756912528 372587018 480043935 538588297 538588297
1000013964 1767767410 813688223 1723787779 538588297 538588297
1000013964 1837452979 275247603 480043935 538588297 538588297
1000013964 1985697158 513389733 1198496725 1198496725 538588297
1000013964 2060172782 1529431178 480043935 538588297 538588297
1000013964 2125979147 418158945 1942041624 538588297 538588297
1000013964 390717533 850393861 1942041624 538588297 538588297
1000013964 422092499 1191701095 1942041624 538588297 538588297
1000013964 616583178 1935786143 1392770497 538588297 538588297
1000014212 1161197416 712303253 806426402 538588297 538588297
1000014212 1756912528 1300486448 1942041624 538588297 538588297
1000014212 1767767410 712664315 1723787779 538588297 538588297
1000014212 1837452979 1116462013 480043935 538588297 538588297
1000014212 1985697158 1565564209 1198496725 1198496725 538588297
1000014212 2060172782 1110861203 480043935 538588297 538588297
1000014212 2125979147 1473297998 480043935 538588297 538588297
1000014212 390717533 129160249 480043935 538588297 538588297
1000014212 422092499 194075056 480043935 538588297 538588297
1000014212 616583178 1218674473 1392770497 1390950926 538588297
1000014597 1837452979 1943484636 644663674 538588297 1594596577
1000014597 2125979147 862321998 644663674 538588297 1594596577
1000014597 390717533 7669444 644663674 538588297 422287308
1000014597 422092499 1153870737 644663674 538588297 2049676371
1000014680 390717533 1121416759 480043935 538588297 538588297
1000014997 1161197416 513228233 1392770497 920631082 538588297
1000014997 1756912528 425637487 1392770497 920631082 538588297
1000014997 1767767410 818740968 1723787779 538588297 538588297
1000014997 1837452979 715750342 644663674 538588297 1359210449
1000014997 1985697158 628337716 1723787779 1271906464 538588297
1000014997 2060172782 789831233 1392770497 920631082 538588297
1000014997 2125979147 102181444 644663674 538588297 1359210449
1000014997 390717533 1138710276 644663674 538588297 279239705
1000014997 422092499 205324303 644663674 538588297 1602593937
1000014997 616583178 224642384 1723787779 538588297 538588297
1000015043 1161197416 568173037 806426402 538588297 538588297
1000015043 1756912528 878951523 1443394659 538588297 538588297
1000015043 1767767410 1705108924 1392770497 1392770497 538588297
1000015043 1837452979 2079643465 1723787779 538588297 538588297
1000015043 1985697158 1774593211 1646020841 538588297 538588297
1000015043 2125979147 1638421683 480043935 538588297 538588297
1000015043 390717533 741438379 1942041624 538588297 538588297
