tconst directors writers
1000063076 588112405 1655268360
1000063332 612934494 1655268360
1000063427 1655268360 1655268360
1000063511 350250680 1655268360
1000063552 244080035 1655268360
1000063573 1655268360 1655268360
1000063596 1655268360 1655268360
1000064177 461347122 177166365
1000064259 1655268360 1655268360
1000064425 1655268360 1781635694
1000064946 747419929 1655268360
1000064992 1021999647 1048826669
1000064999 255815024 2056549198
1000065418 1119322424 83694443
1000066088 670761030 1476247824
1000066111 1822799776 1655268360
10000661 933388208 1931197923
1000066535 1655268360 1655268360
1000066649 1655268360 1655268360
1000066762 1655268360 1733645435
100006681 416514054 1392539185
1000066826 663633609 677898338
1000066885 1655268360 1655268360
1000066979 1377358560 737246973
1000067051 1655268360 1655268360
1000067061 1655268360 321616490
1000067131 2060862370 256993629
1000067178 1151734852 1045712158
1000067494 1655268360 1655268360
1000067537 232392067 232392067
1000068037 1992756036 1992531003
1000068867 512283149 1655268360
1000069085 1655268360 1655268360
1000069539 1655268360 1466120267
1000069745 2073876236 1258403011
1000069918 1655268360 1655268360
1000069943 1655268360 1655268360
1000070008 717593083 717593083
1000070210 1970166232 1846577716
100007063 31033396 1894647505
100007066 1788008890 1655268360
1000070674 1464228393 1727147794
1000070760 1655268360 1655268360
1000070811 701463881 1731792105
100007103 1655268360 1655268360
1000071554 724881077 1655268360
1000071856 1655268360 135031518
1000071995 1655268360 426861336
1000072073 1655268360 1655268360
1000072147 1301429797 1301429797
1000072161 635608539 1883348469
1000072356 1427250792 993382025
1000072410 319165749 539942624
1000072412 1655268360 1655268360
1000072485 1616717194 1616717194
1000072729 1642501268 1655268360
100007275 1655268360 1655268360
1000072760 1655268360 1655268360
100007281 1283053974 1655268360
1000072814 1655268360 1655268360
1000072927 362464087 1252639662
1000073054 1278888790 1655268360
1000073084 367530945 1655268360
1000073115 524488661 1933393916
100007327 1655268360 1655268360
100007350 1503826459 1503826459
1000073599 1655268360 726997377
1000073783 1655268360 1655268360
1000073905 749269182 1655268360
1000074238 340114846 1655268360
1000074287 635732764 1685716383
1000074974 1655268360 1655268360
1000075210 1655268360 1655268360
1000075268 1630405543 1630405543
1000075370 1655268360 1655268360
1000075459 839076836 493377633
1000075497 1655268360 1655268360
1000075529 1655268360 1655268360
1000075818 392523104 392523104
1000075984 534561626 1800507493
1000076191 1153698175 1655268360
1000076208 1655268360 1655268360
100007627 324281361 1377291199
1000076520 1646164629 1392267259
1000076539 1655268360 1655268360
1000076969 2140289686 2140289686
1000077175 1655268360 1655268360
1000077256 1311636559 1561486222
100007732 39965127 618133536
1000077783 1812070964 1655268360
1000077867 1655268360 1655268360
1000077908 1905374779 1905374779
1000078055 1655268360 1655268360
1000078105 1655268360 1655268360
1000078292 1655268360 1878274270
1000078811 313159650 313159650
1000078992 305678198 1655268360
1000079255 1655268360 1655268360
1000079646 1267957044 1655268360
1000079739 32138257 1052363458
1000079846 1655268360 1655268360
1000080017 1989810071 1391373779
1000080265 1655268360 1655268360
1000080294 1655268360 1655268360
1000080516 1674152761 1655268360
1000080537 1706212102 720033492
1000080696 1655268360 1655268360
1000080805 1655268360 1655268360
1000080963 528410542 1425662454
1000081096 1655268360 1655268360
1000081329 1232791492 726108690
1000081442 1385790105 1214271696
100008159 1655268360 407446605
1000081900 98210212 1581088171
1000082012 967276606 967276606
1000082215 1655268360 801601423
1000082475 1655268360 1655268360
1000083371 671400771 478697745
1000083759 1579286135 1763182510
1000083945 2075743449 1655268360
1000083981 277015322 134659317
1000084087 100937228 100937228
1000084242 1655268360 1655268360
1000084374 1655268360 1289803770
1000084433 1655268360 1655268360
1000084603 1655268360 1655268360
1000084667 1655268360 457184283
1000084782 1655268360 1655268360
1000085030 954642822 954642822
1000085164 1655268360 644406773
1000085411 1655268360 1655268360
1000085470 1655268360 1655268360
1000085757 1493048457 1292779913
1000085960 1655268360 1655268360
1000086361 1655268360 1655268360
1000086387 1655268360 1655268360
1000086401 1655268360 1655268360
100008647 1655268360 1655268360
1000086506 938473168 938473168
1000086607 1655268360 1655268360
1000086640 899130553 1003342554
1000086871 1655268360 1655268360
1000086918 1618729967 312337611
1000087056 1655268360 1655268360
1000087558 1025140469 1466682284
1000087569 1502912888 1475341963
1000087657 1655268360 1655268360
1000087823 588455468 1655268360
1000087917 1655268360 1655268360
1000087937 1655268360 1655268360
1000087940 1650454038 1650454038
1000088077 2109768700 1558494080
1000088133 1655268360 1655268360
1000088225 1655268360 1655268360
1000088331 1655268360 596236657
1000088357 1655268360 1655268360
1000088578 1655268360 1655268360
1000088608 1541409895 888351540
1000088938 1253913321 1012538580
1000088967 1778992227 1984062700
1000089146 1620212562 564648648
1000089219 1655268360 1655268360
1000089411 398687564 873722700
1000089874 684653401 645701412
1000090207 1655268360 1655268360
1000090252 1655268360 1655268360
1000090406 1655268360 1655268360
100009055 1408111801 1655268360
1000090914 1655268360 1655268360
1000091003 1655268360 1655268360
1000091221 1655268360 1655268360
1000091232 231570374 1655268360
1000091700 1655268360 1655268360
1000091807 1655268360 1655268360
1000092476 1655268360 1655268360
100009249 922164990 1450892400
1000092728 1655268360 1655268360
1000093600 1655268360 1655268360
1000093601 1655268360 1655268360
1000094941 1965531448 1205381304
1000095423 1655268360 1655268360
1000095506 608818695 1110308269
1000095603 1891219509 1655268360
1000096065 1952442697 1952442697
1000096183 1439345851 1655268360
1000096267 1655268360 1655268360
1000096298 274499042 2096506363
1000096300 1468073213 1655268360
1000096386 1812666469 1373059308
1000096957 1697569093 1655268360
1000096972 574458696 1655268360
1000097419 1655268360 1206708128
1000097745 928078265 1655268360
1000098251 1655268360 1655268360
1000098709 562199898 1499263080
1000098751 1954869895 1954869895
1000099087 1261410227 2132639326
1000099273 41187867 144016850
1000100652 1655268360 1655268360
1000100743 173191675 173191675
1000100858 1655268360 1655268360
1000101168 1746296236 719405460
100010117 1655268360 1655268360
1000101247 16491656 575265808
1000101338 1655268360 1655268360
1000101407 1655268360 1655268360
1000101566 1228012974 1015395090
1000101567 921800678 5857960
1000101970 1655268360 1655268360
1000102132 571636798 26027092
1000102405 1655268360 1655268360
100010262 1623991616 1655268360
100010265 1598520086 245712877
1000102927 1655268360 1655268360
1000103368 1806760916 1746359774
1000103576 1601040166 1601040166
1000103605 215447684 888924738
1000103743 1655268360 1655268360
1000104246 1481849815 1009394189
1000104415 1767611558 2065789385
100010442 1655268360 1655268360
1000104498 752991674 1299323038
1000105101 1579286135 1645785662
1000105454 1655268360 1655268360
100010562 1655268360 1655268360
1000105662 1093579551 1636934620
1000105904 872550900 872550900
100010621 1655268360 1655268360
1000106297 1655268360 1655268360
1000106513 1655268360 1655268360
1000106816 430945669 815975229
1000107008 1655268360 233560641
1000107049 814889016 2068269493
1000107059 953489984 426861336
1000107295 1655268360 1655268360
1000107671 395172060 613903114
1000107945 1466050160 1813917237
1000108017 1655268360 1655268360
1000108135 1655268360 1655268360
1000108254 1822567232 1372518894
1000108399 1655268360 1655268360
1000108434 397050265 141008737
1000108468 1655268360 1655268360
1000108689 1612474759 1612474759
1000108823 1655268360 1655268360
1000109000 1274296415 250045878
1000109095 1765833288 1033097724
1000109257 2128111940 1293403334
100010946 1493218277 1493218277
1000109476 1336285603 1336285603
1000109533 726997377 61020079
1000110348 767695068 1268790354
1000110452 771561934 541367169
100011094 1449069134 1836986964
1000111016 1655268360 1655268360
1000111115 444788208 1817193114
1000111371 1070057022 1360335411
1000111951 924942556 1253045515
1000112185 1411734883 1655268360
1000112232 1046491218 214716203
1000112510 1696539626 2013434913
1000112546 787844037 727193147
100011266 1655268360 1655268360
1000113091 1655268360 1655268360
1000113122 1655268360 1655268360
1000113191 181903775 1624822298
1000113206 332301128 1748991971
1000113228 795578558 795578558
1000113314 1432921961 1733445517
1000113641 1655268360 1655268360
1000113654 1593109959 444688268
1000113710 263284473 2105862495
1000113753 190382308 1655268360
1000113982 1655268360 1655268360
1000114371 1721114815 1655268360
1000114471 1655268360 1390725466
1000114646 1655268360 1655268360
1000114950 1124732465 178286283
1000115434 1297543339 4475201
1000115457 1655268360 931496052
1000115865 1655268360 1655268360
1000116184 86403126 736078046
1000116939 1655268360 1655268360
1000116956 1655268360 1655268360
1000117005 1655268360 1655268360
1000117456 1780808580 584954037
1000117900 1703284254 1703284254
1000118265 1655268360 1655268360
1000118336 959949662 959949662
1000118639 1655268360 1655268360
1000118996 1655268360 1655268360
1000119110 1730710883 808379717
1000119182 1655268360 1655268360
1000119519 1655268360 1655268360
1000120062 940904128 940904128
1000120653 1655268360 1980283759
1000120749 2029431534 1655268360
100012103 495701219 495701219
1000121220 1055890507 1055890507
1000121346 449189762 541882432
1000121511 427542997 1236597023
1000122387 1655268360 1655268360
1000122918 1188662406 1655268360
1000122926 1655268360 270643543
1000123120 325945478 325945478
1000123213 1655268360 1655268360
1000123438 1655268360 1655268360
1000123491 1655268360 1655268360
1000123767 1655268360 1655268360
1000124102 652643239 1239191253
1000124279 1655268360 1655268360
1000124408 1655268360 1655268360
1000124482 1161152835 1161152835
1000124798 1655268360 1655268360
1000124804 789883695 301633038
1000124856 1655268360 1655268360
1000125097 956169672 956169672
1000125161 1929545261 1655268360
1000125186 530916406 370495495
1000125325 1655268360 1655268360
1000125475 1655268360 1655268360
1000125485 1655268360 1655268360
1000125679 1655268360 1655268360
1000125993 652439236 2011233930
1000126059 2097025323 1023404263
1000126079 1409547735 489186026
100012645 1100470765 1655268360
100012664 1655268360 1655268360
1000126829 594842193 1655268360
100012714 1516361317 1442372622
1000127180 1655268360 1655268360
1000127428 1516764070 1655268360
100012762 311467656 819662845
1000127738 1655268360 1655268360
100012816 1930482912 1655268360
1000128334 29205923 1928605839
1000128346 325551400 325551400
1000128513 1655268360 1904381361
1000128552 668080439 1506959321
1000128561 1927822680 2091929914
1000128817 1480017106 1655268360
1000128844 1655268360 508187530
1000128955 1655268360 1655268360
1000129611 296775950 296775950
1000129654 1655268360 47776192
1000129721 308639637 2085854390
1000129798 1974864510 636708080
1000130026 1376417979 1376417979
1000130128 898141159 1377065528
1000130450 1207991691 1655268360
1000130741 1655268360 1606933297
1000130977 1655268360 1655268360
1000131771 1655268360 1655268360
100013182 1689632018 1689632018
1000131832 362510146 1887356442
1000131842 1655268360 1655268360
1000131958 1372491534 1509044074
1000132075 1655268360 1655268360
1000132120 1626827079 1626827079
1000132209 1801050931 558938010
100013268 1655268360 1655268360
1000132983 1250099931 1655268360
1000134142 1655268360 1655268360
1000134345 513306595 1655268360
1000134477 1655268360 1655268360
1000134911 246217031 624125529
100013498 2049001776 1990853486
1000135019 1655268360 1655268360
1000135387 1655268360 1655268360
1000136170 1717294521 75113804
1000136699 464070143 1160502403
100013707 40130000 1270200399
1000137160 1030112751 866423276
1000137541 829283673 829283673
1000137704 124070922 1068745811
1000138149 273501407 1847787237
1000138658 759337416 1655268360
1000138967 1655268360 1655268360
1000139002 107538952 1147005970
1000139019 1655268360 1655268360
1000139033 302596046 676573501
1000139571 45587147 45587147
100014009 505701078 1112479044
1000140569 1655268360 1895095013
1000140709 2028005026 1989405403
1000140735 1893799034 1655268360
1000140931 1655268360 1655268360
1000141239 1092916791 1434214412
1000141326 1655268360 1655268360
1000141512 1655268360 1655268360
1000142317 1247369261 1247369261
1000142824 985189217 1472100948
1000142846 674623732 896861769
1000142976 1655268360 1655268360
1000143008 1655268360 1655268360
1000143393 1655268360 1655268360
1000143403 763346001 1655268360
1000143442 1655268360 1655268360
1000143799 1773067983 744266972
1000143847 1655268360 1655268360
100014390 1655268360 1655268360
1000143916 805221568 420223411
1000143974 1382526025 2030565579
1000144122 1294088908 1294088908
1000144641 1655268360 1655268360
10001448 1655268360 1655268360
1000145494 1434044046 1938536359
1000146329 1655268360 1655268360
1000146356 263931691 1655268360
1000146413 832657638 832657638
1000146697 2079885681 1564393184
1000146769 1655268360 1947235454
100014693 637707260 1655268360
1000147046 575571331 282729141
1000147420 1655268360 1655268360
1000147431 1655268360 1655268360
1000147780 364768657 364768657
1000147947 2049373593 1791577291
1000147997 276238667 87056117
1000148007 1655268360 1090222746
100014804 1655268360 1655268360
1000148307 149836843 578750395
1000148600 1909848710 207027679
1000148838 514470181 1121594171
1000148990 1655268360 1655268360
100014916 1174147758 1956948582
1000149184 270203573 1171935323
1000149284 1655268360 1655268360
1000149347 54491397 1024153558
1000149365 1655268360 1655268360
1000149473 1655268360 1655268360
1000149749 1655268360 1655268360
1000149793 1655268360 1655268360
1000149860 996027217 454494674
1000150141 1655268360 1655268360
1000150223 1806130859 1806130859
10001504 772309828 1189254262
1000150833 1480983684 1480983684
1000151130 336020292 1595373550
1000151181 1655268360 958534189
1000151578 2073806551 1942262253
1000151697 439023466 1655268360
1000152182 1051210313 209824607
1000152450 559337292 1655268360
1000152508 1655268360 1655268360
1000152753 1655268360 1561738085
1000152843 1527414984 1527414984
1000153051 1667750286 1667750286
1000153493 1655268360 1655268360
1000153495 1655268360 1655268360
1000153640 1655268360 1655268360
1000153787 1655268360 1655268360
1000154115 1208353136 523558984
1000154256 1655268360 1655268360
1000154486 1655268360 1655268360
1000154649 1655268360 1477120206
1000154698 912535165 1655268360
1000154753 1496613947 2061888482
1000154871 1184072168 1394870115
1000154950 1655268360 476928957
1000155022 592370201 592370201
1000155295 1655268360 1235221653
1000155320 1046025979 1938341816
1000155332 1655268360 1655268360
1000155638 1655268360 1655268360
1000155848 1553358496 1264467371
1000155960 616183147 1695609135
1000156183 324130147 1655268360
1000156490 1375492191 236688599
1000157292 1065271237 1279867759
1000157294 1346236803 1655268360
1000157379 818086662 165109899
1000158209 1655268360 958534189
100015834 1655268360 1655268360
1000158368 1655268360 1834762257
1000158487 1655268360 1655268360
100015854 724781185 1278988500
1000158682 345488428 345488428
1000158919 1655268360 73462684
1000158949 1152174320 1152174320
1000158974 1655268360 1655268360
1000158974 829516542 637573664
1000159393 1655268360 1717489634
1000159508 1655268360 1655268360
1000159543 1710765860 587447877
1000159808 1655268360 1655268360
1000159970 1449411985 1655268360
1000160371 755579913 71196443
1000160580 1487191124 1487191124
1000161253 1846057553 1655268360
1000161301 1460082741 1655268360
1000161391 1538537229 260936035
1000161573 1655268360 1655268360
1000162128 1655268360 1655268360
100016247 1421616660 2099339710
1000163059 1954206058 1115835667
1000163148 1655268360 1992494575
1000163283 1655268360 1655268360
1000163971 1655268360 163651053
100016438 1362847603 665473127
1000164490 1655268360 1655268360
1000164665 1703788868 115336295
1000165435 1655268360 1655268360
1000165748 881413558 1655268360
1000165796 1655268360 1655268360
1000166034 1655268360 1655268360
1000166323 1655268360 1655268360
1000166400 633177375 633177375
1000166429 1438942797 1535721941
1000166453 664417597 1707468499
1000166572 322727267 1655268360
1000166700 1762399278 750155961
1000166918 185941479 1022747549
1000167515 1915240865 1632877731
1000167767 1655268360 1655268360
1000168444 1349106560 1554251024
1000168724 1655268360 1655268360
1000168863 670275022 670275022
1000168967 636417910 501676669
1000169252 1454812156 620569340
1000169305 1771768094 786591899
100016944 1655268360 1655268360
1000169755 1983750943 508097966
1000169972 661085554 702133890
1000170093 1655268360 1655268360
1000170554 1655268360 1091053624
1000170663 557876784 2142209789
1000170881 1655268360 1655268360
1000170969 1655268360 1655268360
1000171433 1655268360 1655268360
1000172149 1655268360 1655268360
1000172553 2119824132 2061844186
1000172634 327951942 2095197357
1000172717 968182079 968182079
1000172855 1655268360 1655268360
1000173036 1655268360 1655268360
1000173142 1471098633 1471098633
1000173305 1410066161 1089122304
1000173371 35911691 529412410
1000173589 1165414615 1165414615
1000173604 888247904 1536104096
1000173631 248876431 455699330
1000173667 923555536 1476527167
1000174000 1655268360 1655268360
1000174075 1066275317 1421013454
1000174159 1655268360 1655268360
1000174408 1538452155 269940541
100017470 975107422 302277045
1000174773 1655268360 1655268360
1000175231 1655268360 1655268360
1000175657 2048038152 728385795
1000176048 9653878 1655268360
1000176077 1223223080 920821212
1000176081 1655268360 1655268360
1000176125 958958448 1151320676
1000176431 1655268360 1655268360
1000176481 597970791 156902670
1000176666 1655268360 1655268360
1000176943 1655268360 1655268360
1000177000 1655268360 1655268360
1000177240 708917390 1561792289
1000177746 873978335 166530715
1000177779 1655268360 1791577291
1000177783 85450473 1285390455
1000178193 1592740571 1715957233
100017821 429761305 744752055
1000178273 1655268360 1655268360
100017888 772462033 1267653900
1000178953 1073378796 126055210
1000179013 1536624742 1536624742
100017902 461822030 940069540
1000179 1655268360 1655268360
1000180790 1655268360 1655268360
1000180911 1655268360 1655268360
1000180987 1226998956 668226304
1000181275 999221133 2089462100
1000181320 1655268360 1655268360
1000181458 1655268360 1655268360
1000181550 112671833 1441785199
100018181 1883383583 1655268360
1000181895 1001318774 1001318774
1000182194 365999805 1260555766
1000182230 1655268360 576404309
100018342 39857796 1811689997
1000184242 1643311222 1643311222
1000184472 1660530054 515441861
1000185025 1655268360 1655268360
1000185167 1655268360 1655268360
1000185213 775389832 1655268360
100018531 694233654 202216882
1000185366 1655268360 1655268360
1000185594 70703123 1655268360
1000185802 1655268360 1655268360
1000185825 473231309 1562444040
1000185842 1655268360 1655268360
1000186164 357717559 357717559
1000186299 1655268360 1655268360
100018631 1655268360 1655268360
1000186323 1655268360 1655268360
1000186596 878518786 1655268360
1000186597 1903859849 1270250746
1000186667 533838572 1655268360
1000187247 1118975042 1655268360
100018731 1579286135 1645785662
1000187511 966409025 1075512116
1000187671 1104184718 1104184718
1000187841 1655268360 1655268360
1000187859 1250332504 1655268360
1000187956 1655268360 1655268360
1000188071 2118964065 897159174
1000188285 1655268360 1655268360
1000188349 1278179578 1365592923
1000188363 1826577041 1580271131
1000188433 1655268360 1655268360
1000188499 1655268360 1655268360
1000188549 408442737 1467339970
1000188865 126188848 1655268360
100018891 938003968 1197919751
1000189022 1655268360 1655268360
100018902 418266071 418266071
1000189049 409944517 1947049738
1000189166 93931610 93931610
1000189200 1655268360 1655268360
100018929 1655268360 1655268360
1000189364 1980111190 1904015506
1000189554 2032053694 1267994217
1000189653 248552107 2048197020
1000189732 1655268360 1655268360
1000190456 1633477446 607101046
1000190725 1655268360 1655268360
100019119 1655268360 1655268360
1000191235 1655268360 1655268360
1000191265 295267868 444195189
1000191410 1922080205 1655268360
1000191488 1655268360 534066920
1000191931 1554398393 1655268360
1000192205 1655268360 1880434434
1000192286 1388070082 1655268360
1000192482 1468073213 1655268360
1000192548 24763717 24763717
1000192579 455248737 1655268360
1000192652 775374664 1174099661
1000192660 1655268360 1655268360
1000192789 1664338826 1655268360
100019373 995840566 707037061
100019389 97558900 1386633396
1000193923 1655268360 462663436
1000194092 1598184567 103060081
1000194139 11300553 1201548379
1000194272 1655268360 1655268360
1000194306 1655268360 1655268360
1000194312 1630528127 1630528127
1000194499 289746319 634454487
100019459 1655268360 1655268360
1000194630 1139190107 395953747
1000195332 1583385166 1583385166
1000195738 1655268360 1655268360
1000195898 80664731 1655268360
1000195982 1655268360 1655268360
1000196042 1655268360 1655268360
100019617 1052422776 1052422776
100019639 1238632282 1238632282
1000196446 1655268360 1655268360
100019650 1655268360 1655268360
1000196542 1655268360 1655268360
1000196601 1549426001 1549426001
100019685 1655268360 1655268360
