tconst averageRating numVotes
1001370845 1222142432 107154374
1001371488 1836883491 1680150161
1001372851 565257480 1437125105
1001375954 1513502347 677004469
1001377270 1222142432 2009547602
1001377591 1510676963 1437125105
1001378659 565257480 1994889731
1001381453 220645176 2123117150
1001381746 1329013187 1593375463
1001383893 1606851054 1004425719
1001384826 1943046654 251663639
1001385702 1231609043 1244495139
1001387891 1836883491 710286737
100138811 508765189 88220196
1001389048 1717409078 1516291128
1001396666 953837881 1738205456
1001397317 1948897126 483246962
1001398138 1510676963 1593375463
1001401572 1513502347 535494784
1001406409 1566751959 376417882
1001407593 1943046654 730294304
1001407927 1329013187 750775706
1001408910 748886265 677004469
1001409750 1397408430 1111555662
1001411339 1689813014 1593375463
1001411659 1689813014 1083607329
1001412358 1482134336 2009547602
1001413180 296106993 1426033548
1001414276 1689813014 1771802022
1001414301 492306891 677004469
1001417189 1380935213 1426033548
1001417571 1807934382 2074509339
1001418591 51475912 1593375463
1001421728 1948897126 833090460
1001422258 61197209 1402198397
1001423319 220645176 730294304
1001424421 30744334 650850574
1001424426 222128607 1479557939
10014249 1513502347 1101728027
1001426007 1836883491 1738205456
1001428390 1231609043 504345020
1001429091 1266359958 189626870
1001429344 1724116551 1427821762
1001429433 61197209 1538399676
1001430037 222128607 450162217
1001431619 953837881 648711808
1001431820 1918008968 1570635604
1001432089 1619063395 802519858
1001433962 508765189 781937596
1001437637 1429182743 2074509339
1001439028 565257480 677004469
1001440048 1914318774 1437125105
1001440549 1231609043 2068700522
100144159 1329013187 1369565639
1001441654 1231609043 534699180
1001441702 748886265 1427821762
1001441765 1962196947 1003410926
1001447447 1380935213 451464967
1001447648 30744334 88220196
1001450558 1222142432 496897235
1001451374 1390020420 1967417949
1001452880 1606851054 1482720587
1001455454 1513502347 1813055686
1001456843 489106386 677004469
1001457616 1184874685 309099999
1001458015 565257480 1739056251
1001458841 1116697199 2006574170
1001459136 1662820050 245842318
1001460252 1807934382 1361264275
1001461159 1807934382 1427821762
1001464782 1378392855 1429995277
1001465268 1329013187 507536789
1001465909 296106993 808142553
1001467613 1101107360 1426033548
1001469624 1266359958 781902394
1001470480 55896884 1479557939
1001472415 1566751959 88220196
