tconst averageRating numVotes
1001473579 565257480 2074509339
1001476546 1222142432 1161021818
1001480904 1942876833 2009547602
1001482785 508765189 1482720587
1001483898 296106993 1739056251
1001484887 1513502347 2009547602
1001485686 1836883491 1739056251
1001487815 1834528096 1111555662
1001488048 1231609043 1739056251
1001489069 1101107360 1427821762
1001490650 1397781986 1111555662
100149248 489106386 2031329793
1001494886 565257480 1466208520
1001497299 1845831679 781937596
1001499356 296106993 251663639
1001501055 1836883491 534699180
1001502757 1397408430 1738205456
1001504483 663830303 2009547602
1001504883 492306891 1771802022
100150678 2082658893 1111555662
1001509920 508765189 1437125105
1001513101 1999382690 1771802022
1001513871 1380935213 1001220045
1001515079 1329013187 970064216
1001515364 1914318774 1427821762
1001516070 1836883491 88220196
1001517090 565257480 999124911
10015182 1266359958 999124911
1001519660 51475912 1479557939
1001521489 1606851054 2103533408
1001525911 1101107360 1593375463
100152899 1231609043 1972574256
1001530516 1513502347 1111555662
1001532002 1834528096 1111555662
1001532936 61197209 1402198397
1001538213 55896884 1738205456
1001539153 1836883491 677004469
1001539716 1121467465 410651138
1001542741 1397408430 2009547602
1001542781 1101107360 1176015746
1001542912 1807934382 518772144
1001546541 1689813014 534699180
100154708 1513502347 1739056251
1001550314 953837881 650850574
100155033 1222142432 952218650
1001551048 1689813014 949309211
1001552986 1513502347 7601776
1001553302 1807934382 853757737
1001556170 1416479967 483404425
1001557163 1662820050 1813055686
1001557417 220645176 2124332529
1001558 220645176 1437125105
1001559069 1807934382 853757737
1001564911 565257480 1339526661
1001564929 61197209 2011165938
1001567357 1836883491 730294304
1001569057 1101107360 970554427
1001569533 565257480 2009547602
1001575816 1101107360 1437125105
1001575820 1329013187 259200059
1001577160 1962196947 1479557939
1001577952 1566751959 534699180
1001577995 1513502347 85800260
1001578017 1606851054 1426033548
1001578635 1834528096 1427821762
1001579828 1231609043 1967417949
1001580090 565257480 1427821762
1001580207 1836883491 1437125105
1001580430 1397408430 628296270
1001580713 1619063395 1111555662
1001580982 1724116551 1564782444
1001582454 1566751959 1771802022
1001584389 1566751959 1437125105
1001586863 1266359958 1111555662
1001587390 1184874685 506985877
100158992 1266359958 1427821762
1001593473 61197209 534699180
1001593551 719225004 514075769
1001594420 55896884 2074509339
1001599462 1329013187 1479557939
1001603232 1836883491 677004469
100160429 748886265 2074509339
1001606726 1266359958 2009547602
1001611716 1231609043 1426033548
1001611779 1266359958 1739056251
1001613542 1101107360 2009547602
1001614769 1101107360 640989887
1001614773 1834528096 1402198397
1001614870 1566751959 483404425
100161563 1606851054 1176015746
1001615988 220645176 970064216
100161827 1121467465 142910878
1001618558 1121467465 1176015746
1001620268 1606851054 1111555662
1001621341 1390020420 808142553
1001622773 1329013187 648711808
1001623157 1943046654 506985877
1001623352 1513502347 1427821762
1001624889 1689813014 1426033548
1001626578 61197209 483246962
1001626633 1943046654 1479557939
100162938 222128607 1014880320
1001632307 1566751959 506985877
1001632665 1606851054 1678802031
1001637507 1942876833 520821478
100163824 1266359958 1738205456
1001638324 648300748 211815853
1001639523 565257480 1638108802
1001640189 508765189 230942180
1001640638 1689813014 1402198397
100164068 1999382690 1427821762
1001644090 1999382690 1972557979
1001644210 1724116551 1738205456
1001646221 1948897126 677004469
1001649353 1807934382 483246962
1001651673 1242264039 1175506408
1001652276 61197209 2006574170
1001655231 51475912 677004469
1001655670 1510676963 808142553
1001656237 1273395803 518772144
1001656598 1717409078 1320998864
1001658093 1416479967 1593375463
1001658935 1999382690 1111555662
1001659288 61197209 1670868108
1001662718 1619063395 365684492
1001667299 1999382690 1738205456
1001667655 1836883491 376417882
1001667848 1662820050 1278417849
1001668523 1121467465 2006574170
1001669219 1329013187 1739056251
1001670532 1222142432 1479557939
1001672195 1724116551 534699180
1001673790 1390020420 1427821762
1001673956 748886265 1593375463
1001674273 1380935213 1408131578
1001675338 1121467465 648711808
1001675839 1231609043 1426033548
1001679193 1841259509 1427821762
1001680305 1266359958 677004469
100168150 1606851054 2009547602
100168386 719225004 1426033548
1001684888 886594069 557849788
1001688069 508765189 1003410926
1001689139 1390020420 1967417949
1001689851 1918008968 504345020
1001690545 1513502347 2009547602
1001694740 1513502347 2006574170
1001696001 1724116551 730294304
1001698976 2124199761 1518102688
1001699528 748886265 1750538871
1001702584 1999382690 1680150161
1001708809 492306891 1427821762
1001709228 61197209 1426033548
1001709532 1606851054 730294304
1001710016 1566751959 833090460
1001715534 1999382690 534699180
10017166 1942876833 1967417949
1001718537 1380935213 1402198397
1001725071 492306891 677004469
100173154 1390020420 1739056251
1001732207 489106386 1437125105
1001732450 61197209 949309211
1001733415 61197209 1426033548
1001733478 1242264039 105565868
1001736576 1836883491 2083776563
1001736853 51475912 1479557939
1001737051 296106993 1244495139
1001737345 1566751959 2083776563
1001739387 1566751959 582793678
1001744270 1662820050 1437125105
1001745914 1380935213 189626870
1001746011 1266359958 1911738474
1001746744 1266359958 1437125105
1001746937 1807934382 1967417949
1001748991 1717409078 1437125105
1001754643 1834528096 1680150161
1001755828 1845831679 215091166
1001758344 1231609043 1101645961
1001761908 296106993 1771370806
1001763144 1416479967 471690383
1001763408 719225004 1526185881
1001763804 1606851054 1479557939
1001766946 1943046654 1437125105
1001767429 1266359958 1813055686
1001768089 1619063395 1426033548
1001768091 2082658893 1111555662
1001769993 1099499392 80313820
100177074 61197209 211815853
100177124 748886265 1026471764
1001773082 296106993 1049070564
1001773211 61197209 2009547602
1001776333 220645176 1593375463
1001776368 1397408430 1324587081
1001777078 1606851054 1967417949
1001777722 1266359958 496897235
1001778166 762332187 1111555662
1001778792 1948897126 1479557939
1001778944 748886265 1479557939
1001783498 1943046654 808142553
1001785638 593138689 853757737
1001786337 1510676963 105565868
1001786668 489106386 2009547602
1001787424 1242264039 1739056251
1001787522 1575002568 1408338196
1001787739 558587328 626527471
1001792474 55896884 1479557939
1001796638 1397408430 2006574170
1001797506 1836883491 2063610777
1001799388 1380935213 1479557939
1001800536 719225004 1482720587
1001803225 1416479967 2009547602
1001806658 1222142432 2005564121
1001807930 1836883491 2114508811
1001808346 296106993 1739056251
1001808706 1566751959 506985877
1001810010 1836883491 1813055686
1001810259 1834528096 1402198397
1001810263 1266359958 507536789
1001810535 1416479967 1218599054
1001812012 565257480 1111555662
1001814292 1807934382 736639923
1001816091 1566751959 1427821762
1001817322 492306891 2103533408
1001818439 1513502347 1479557939
1001819691 1116697199 1426033548
1001819780 1329013187 2009547602
1001819940 55896884 1064728150
1001820467 276412279 2103533408
1001823126 296106993 1999075337
1001823406 1948897126 1479557939
100182495 508765189 1426033548
1001825089 1101107360 677986719
1001825248 61197209 1426033548
1001825314 61197209 487982144
1001825430 389407232 853757737
1001825646 296106993 251663639
1001826200 1513502347 730294304
100183311 1606851054 2103533408
1001835965 1101107360 2074509339
1001836091 1266359958 1479557939
1001837889 1329013187 1237279182
1001838990 492306891 1048469990
1001841694 1836883491 2009547602
100184263 222128607 582793678
1001844621 1513502347 1427821762
1001845066 1942876833 1528671422
1001845109 1836883491 1427821762
1001845916 1266359958 2006574170
1001846825 1222142432 1111555662
1001848298 508765189 1437125105
1001850371 1662820050 1627138825
1001851241 2113419416 730294304
1001854327 1513502347 1437125105
1001854555 719225004 1437125105
100185633 1807934382 736639923
1001858819 61197209 750775706
100185952 1999382690 730294304
1001859940 61197209 677004469
1001861414 55896884 677004469
100186245 508765189 5346587
1001864990 748886265 1738205456
1001865397 508765189 677004469
1001865580 492306891 2074509339
1001866851 1689813014 2009547602
1001867262 1836883491 748181964
1001869204 1416479967 833090460
1001869325 1948897126 2006574170
1001869727 1942876833 1427821762
1001869765 1380935213 1437125105
1001870277 1039865072 289761495
1001871727 1717409078 1482720587
1001875368 1566751959 1408530949
1001878513 1834528096 2009547602
1001880451 1222142432 1738205456
1001880611 1724116551 1738205456
1001881213 61197209 1739056251
1001881740 1836883491 1771802022
1001881851 1329013187 1738205456
1001882397 1845831679 1387846562
1001886144 1575002568 710286737
1001886366 1566751959 833090460
1001887012 748886265 2009547602
1001890022 1222142432 1518951205
1001890227 276412279 1437125105
1001890433 787693928 877705115
1001892105 1999382690 88220196
1001892348 1416479967 736639923
1001894135 30744334 2103533408
1001894324 1942876833 124713498
100189711 1222142432 1930345500
1001897656 220645176 1967417949
1001898980 1836883491 2006574170
1001899915 748886265 1157284929
1001900342 1390020420 485802322
1001900803 2113419416 991787581
1001900860 1329013187 413185232
1001901685 1943046654 730294304
1001901927 55896884 1593375463
1001903429 1231609043 2009547602
1001904923 748886265 1738205456
1001905202 1999382690 2103533408
1001906817 1575002568 312152148
100190819 1619063395 1874255236
1001908262 30744334 1426033548
1001908954 1397781986 534699180
1001911013 508765189 602185469
100191210 1836883491 1831264093
1001913329 1999382690 124421339
100191353 1841259509 1427821762
1001913774 1717409078 285875330
1001918409 55896884 1402198397
1001919600 1999382690 1427821762
1001921556 61197209 265279252
1001923254 1416479967 1816232588
1001923612 1717409078 1437125105
1001923915 1121467465 1108105703
100192483 1834528096 1180158927
1001925164 1510676963 1001506084
1001927413 1914318774 1479557939
1001927513 220645176 2103533408
1001927683 565257480 1111555662
1001929107 489106386 1111555662
1001929740 1266359958 2103533408
1001930210 1390020420 1967417949
1001930248 1101107360 7601776
1001930740 1942876833 1479557939
1001930993 492306891 970554427
1001932774 1266359958 664730930
1001935162 1231609043 677004469
1001936075 55896884 730294304
1001936590 1121467465 753094258
1001937602 1999382690 677004469
1001937996 1416479967 1430344509
1001939005 492306891 1739056251
1001939810 1266359958 781937596
100194025 719225004 88220196
1001940917 1231609043 1771802022
1001941624 1101107360 803089872
1001944265 953837881 1593375463
1001945164 276412279 1427821762
1001945285 1380935213 626527471
100194611 220645176 1426033548
1001948870 1807934382 648711808
1001950 1510676963 710286737
1001950233 1948897126 2063610777
1001954743 1397408430 1738205456
1001956677 1329013187 521918194
1001957500 565257480 1111555662
1001957691 1999382690 1738205456
1001957782 1566751959 648711808
100196141 1513502347 1490940601
100196235 1582842673 1097088484
1001964658 1417884469 736639923
1001965303 1619063395 506985877
1001966124 1231609043 1680150161
1001967248 296106993 534699180
1001969625 1566751959 1479557939
1001972404 51475912 365684492
1001973636 1116697199 88220196
1001978491 1834528096 1738205456
1001979565 1619063395 1516291128
1001981723 1101107360 1427821762
1001981808 1999382690 534699180
1001987540 1807934382 88220196
1001987612 1390020420 1584984507
1001988177 565257480 1667567909
1001991189 508765189 2009547602
1001992104 1606851054 536481231
1001993121 1513502347 967334335
1001994725 1231609043 1004425719
1001996076 1836883491 1437125105
1001996742 1329013187 1739056251
1001998369 1807934382 534699180
1002001002 1266359958 1479557939
1002001086 508765189 549212717
1002001091 748886265 1972574256
1002001551 748886265 2103533408
1002003743 1101107360 1426033548
1002003906 1914318774 1437125105
1002004540 1606851054 736639923
1002008346 1075433776 1739056251
100200868 276412279 1739056251
1002008764 55896884 730294304
1002009204 1378392855 626527471
1002009966 1807934382 2009547602
1002012304 1942876833 958604105
1002016663 1397408430 1014880320
1002018827 220645176 1593375463
1002018975 1231609043 1402198397
100201986 1231609043 914320847
100202003 1222142432 228396307
1002020359 1242264039 736639923
1002020767 1121467465 88220196
1002021548 1099499392 88220196
1002024010 1329013187 1111555662
1002024684 1242264039 1083116244
1002025332 1416479967 2009547602
100202539 61197209 1564782444
1002031215 1101107360 2009547602
1002031526 1834528096 2009547602
1002031579 1184874685 1437125105
1002032612 748886265 1961791306
1002033133 1101107360 1757048894
1002035887 748886265 999124911
1002038489 1575002568 534699180
1002043457 1948897126 781937596
1002044473 1606851054 1402198397
1002044539 508765189 833090460
1002044561 565257480 833090460
100204461 1834528096 730294304
1002045630 748886265 2074509339
1002046361 1397408430 2009547602
1002049281 276412279 582793678
1002050338 222128607 1111555662
1002053615 1231609043 1967417949
1002053865 296106993 1771802022
1002055805 492306891 1437125105
100205976 492306891 1014880320
1002062404 1397408430 1111555662
1002064054 1914318774 431222546
100206484 1075433776 1326975590
100206530 1834528096 808142553
100206568 508765189 1221681988
1002066649 1999382690 1427821762
10020742 1222142432 1967417949
1002074345 1637670381 487995787
100207515 1416479967 1667567909
1002078626 1266359958 1427821762
1002079414 1836883491 2009547602
1002079779 1807934382 2083776563
1002081116 1834528096 27592434
1002081186 1582842673 1083607329
1002084535 1231609043 1426033548
1002085117 1121467465 1881257158
100208679 1513502347 1157811525
1002087920 508765189 1834860369
1002089324 1942876833 507536789
100209027 1948897126 626527471
1002090545 1121467465 1452607393
1002091924 719225004 88220196
1002094186 1329013187 1057880986
1002097548 508765189 1111555662
1002098195 1121467465 1215998862
1002101294 1231609043 506985877
1002103562 1836883491 781937596
1002104147 1513502347 2009547602
1002105500 508765189 1111555662
1002106132 1510676963 1180610509
1002107373 1222142432 1593375463
1002107846 1121467465 496897235
1002111756 1724116551 2009547602
1002112293 55896884 1479557939
1002112718 492306891 1516291128
10021139 1724116551 1799963362
1002117296 1121467465 730294304
1002117562 1836883491 1648999166
1002119815 1242264039 750775706
1002120425 1266359958 1738205456
1002120729 1566751959 853757737
1002121123 61197209 2006574170
100212260 1962196947 1437125105
1002123499 55896884 1872973829
1002128165 1662820050 2006574170
1002131047 1378392855 750775706
1002131469 1662820050 88220196
1002132151 1606851054 1176015746
1002132703 1914318774 648711808
1002134618 1689813014 673309762
1002134773 1943046654 1427821762
1002135081 1999382690 1427821762
1002135403 1689813014 1014880320
100213570 1619063395 1176015746
1002136633 1619063395 1014880320
1002138593 1943046654 2009547602
1002139936 1717409078 677004469
100214014 565257480 648711808
1002143051 1329013187 1739056251
1002143061 1231609043 2006574170
1002145528 1121467465 1680150161
1002148819 1836883491 1771802022
1002149991 1918008968 1083801595
1002151294 296106993 1967417949
1002152987 1845831679 988390156
1002155560 1329013187 730294304
1002156715 1039865072 850331915
1002159292 719225004 1773416634
1002160441 1914318774 1593375463
1002162883 1380935213 1739056251
1002163409 276412279 1593375463
100216421 492306891 1963835887
1002166061 1836883491 1930345500
1002167266 51475912 117193403
1002168957 1231609043 312152148
1002172213 1566751959 1437125105
1002173453 296106993 1111555662
1002174296 61197209 648711808
1002176230 1662820050 730294304
1002176900 1689813014 1437125105
1002179957 1121467465 1739056251
1002181482 1397408430 1146164645
1002186991 1266359958 496897235
1002187024 1513502347 967911289
1002188572 1231609043 1490940601
1002190028 1606851054 2009547602
1002192946 61197209 1738205456
1002194190 1845831679 648711808
1002194358 1266359958 1426033548
100219572 222128607 1680150161
1002197978 1834528096 1003410926
1002199303 1914318774 1437125105
1002200120 1962196947 1479557939
1002201046 1101107360 1479557939
1002201612 1510676963 1479557939
1002201774 1836883491 1739056251
1002203820 55896884 1426033548
1002204121 1836883491 1739056251
1002206328 492306891 730294304
1002207546 1397408430 505912313
1002207745 508765189 1111555662
100220887 1231609043 730294304
1002211717 1836883491 1479557939
100221173 1231609043 1479557939
1002211941 1807934382 1528671422
1002212757 1222142432 189626870
1002215633 1101107360 915921367
1002215947 1329013187 1427821762
100221686 55896884 1405494609
1002219346 1329013187 1593375463
1002224617 1836883491 534699180
1002226834 1397408430 2123296337
1002227574 51475912 1479557939
1002228017 1962196947 1201187922
1002228301 565257480 1738205456
1002228317 1510676963 1482720587
1002228876 389407232 2074509339
1002229733 1510676963 1667567909
1002230984 1836883491 730294304
1002231903 1222142432 1022023113
100223222 1266359958 833090460
1002240636 748886265 1437125105
10022418 1329013187 1738205456
1002242626 1222142432 534699180
100224420 748886265 1427821762
1002244240 1807934382 677004469
1002245124 1513502347 1490940601
1002245242 489106386 829712026
1002245342 61197209 648711808
1002248438 2082658893 1738205456
1002250590 1689813014 1426033548
1002251580 1101107360 1426033548
1002253259 565257480 135590912
1002253533 1101107360 518913707
1002256806 1807934382 833090460
1002258060 220645176 677004469
1002258152 1914318774 914667868
1002258702 1943046654 1739056251
1002258784 748886265 483246962
1002259232 1689813014 323247422
1002263121 1416479967 1738205456
1002263266 296106993 2103533408
1002264168 61197209 534699180
1002266151 1689813014 1426033548
1002266513 508765189 648711808
1002267482 565257480 648711808
1002270488 1121467465 88220196
1002273836 225050775 1501865705
1002274710 508765189 1180158927
1002277967 1513502347 2009547602
10022824 1329013187 1738205456
1002282478 1510676963 546389645
1002283992 1836883491 1402198397
1002285405 953837881 1738205456
1002287632 1566751959 730294304
1002287861 1380935213 833090460
1002290470 1380935213 2091786089
1002290884 565257480 648711808
100229099 1231609043 352883907
1002291777 1101107360 2015259944
1002292248 1273395803 1739056251
1002292393 748886265 2009547602
1002292736 1566751959 581508077
1002294628 1329013187 1111555662
1002295857 1513502347 1738205456
1002295870 1222142432 365684492
1002296518 1662820050 761171679
1002297354 1390020420 650850574
1002300971 1380935213 1738205456
1002304938 1266359958 1771802022
1002305085 1390020420 1593375463
1002306151 61197209 1738205456
1002307142 1329013187 808142553
1002308638 1836883491 885513288
1002310836 1890396111 251663639
1002311126 1513502347 761171679
1002316718 222128607 1738205456
1002317667 1836883491 1402198397
1002320012 1266359958 730294304
1002321805 1416479967 496897235
1002321851 1222142432 1782156887
1002323489 1121467465 311776031
1002328149 1416479967 1427821762
1002329894 1101107360 2009547602
1002329996 1329013187 2006574170
1002334412 1482134336 1437125105
1002337831 489106386 376417882
1002338223 1242264039 1437125105
1002339129 492306891 1771802022
1002340034 1222142432 2009547602
1002341278 492306891 677004469
1002342437 492306891 1427821762
100234255 508765189 983027887
100234318 508765189 1387846562
1002346482 1999382690 1115861663
1002347080 1807934382 1111555662
1002348326 30744334 648711808
1002349210 1999382690 677004469
1002350560 1329013187 1111555662
1002355400 1914318774 2009547602
1002357897 222128607 1738205456
1002359336 1999382690 853757737
1002359803 220645176 2009547602
1002366586 1513502347 2009547602
1002368618 1231609043 1967417949
100236961 1510676963 2009547602
1002369631 565257480 1935182378
100237037 1606851054 251663639
1002371504 508765189 1111555662
1002371688 748886265 534699180
1002373439 220645176 1426033548
1002373528 1619063395 1479557939
1002373859 508765189 1452483851
1002374275 1807934382 88220196
1002374862 1222142432 1739056251
1002375959 1566751959 999124911
1002376126 220645176 1437125105
1002376532 1606851054 132450094
1002376644 1834528096 1738205456
1002378914 296106993 2103533408
1002380788 1416479967 7601776
1002381779 1513502347 1738205456
1002382932 508765189 506985877
1002384002 508765189 553370833
1002385574 1942876833 1739056251
1002385622 1513502347 506985877
1002385854 1416479967 1427821762
1002386289 1116697199 1427821762
1002387983 1116697199 750775706
1002391014 1724116551 1111555662
1002391834 1807934382 2068700522
1002392002 1231609043 1479557939
100239227 1834528096 2009547602
1002393663 51475912 1593375463
1002394989 889697883 1014880320
1002398847 953837881 471690383
1002400873 1943046654 1426033548
1002402135 508765189 2074509339
1002404005 1807934382 1739056251
1002404019 492306891 730294304
1002406570 648300748 1427821762
1002407525 1689813014 1426033548
1002409767 1101107360 2083776563
1002411229 1378392855 1593375463
1002414937 61197209 1111555662
1002415253 1482134336 648711808
1002416161 1943046654 506985877
1002418754 1845831679 534699180
10024239 1914318774 1900703273
100242399 648300748 1738205456
1002431747 1329013187 2016653526
1002433216 1121467465 1564782444
1002434289 1943046654 1479557939
1002434523 1231609043 1437125105
1002438123 1231609043 650850574
1002439778 1948897126 1111555662
1002441251 1121467465 736639923
1002447709 61197209 971739543
1002449315 489106386 730294304
1002453615 1380935213 1427821762
1002453799 1416479967 999124911
1002454238 1619063395 736639923
100245451 1689813014 282723529
1002455418 1836883491 648711808
1002459310 1689813014 1405486934
1002460364 1482134336 730294304
1002460506 1039865072 1427821762
1002462581 1717409078 1466208520
1002466351 1619063395 2009547602
1002469289 30744334 1930345500
1002469804 61197209 1524605789
1002470495 1807934382 504345020
1002472198 1101107360 483404425
1002474390 508765189 1427821762
1002475559 1943046654 677004469
1002477585 1566751959 730294304
1002479367 565257480 1739056251
10024819 1329013187 730294304
1002483253 1689813014 730294304
1002483942 1513502347 2006574170
1002485180 1566751959 1437125105
1002485908 1513502347 1967417949
100248727 225050775 2103533408
1002487726 1329013187 650850574
100248826 1834528096 1479557939
1002488984 1689813014 1746590356
100249300 389407232 1963835887
1002493454 719225004 689356354
1002494868 1834528096 1275604568
1002496879 719225004 1967417949
100249698 1266359958 1901558069
100249755 1116697199 1437125105
1002497866 1397408430 1402198397
1002498822 1513502347 365684492
1002499326 508765189 1479557939
1002499504 1834528096 1923270474
1002499979 222128607 631442982
1002500323 889697883 853757737
1002500903 1619063395 891442865
1002501872 1943046654 2138638216
1002502754 1390020420 648711808
1002504870 1101107360 390999057
1002507077 1242264039 2009547602
1002508554 1962196947 2130012525
1002508723 1999382690 265279252
1002509205 55896884 41672360
1002510979 1943046654 730294304
1002515072 61197209 648711808
1002515767 1513502347 1111555662
1002517178 1619063395 1201238925
10025179 1513502347 1877310585
1002518677 508765189 730294304
1002518733 1397408430 1849065365
1002521573 1121467465 970554427
1002523171 1836883491 2063610777
1002523705 1962196947 105565868
1002523928 508765189 1765220053
1002525223 61197209 1111555662
1002529600 55896884 1028135812
1002532294 51475912 1482720587
100253390 1101107360 2009547602
1002535654 508765189 1428352159
1002536685 1619063395 833090460
100253839 1231609043 1426033548
1002538438 1566751959 1426033548
100254131 886594069 1426033548
1002541671 1724116551 2114508811
1002545974 1222142432 804264386
1002547241 1717409078 534699180
1002548999 1121467465 1739056251
1002551820 1231609043 970554427
1002558195 1724116551 1427821762
1002558604 1836883491 853757737
1002562133 222128607 750775706
100256249 51475912 1566850949
100256326 1575002568 677004469
1002564385 1689813014 2103533408
1002565595 1184874685 1479557939
1002567463 1689813014 1972574256
1002568601 565257480 650850574
1002571394 1836883491 970064216
1002574424 1329013187 251663639
1002576883 1380935213 251663639
1002578847 1513502347 1750837715
1002579209 1807934382 2083776563
1002580095 1807934382 639751018
1002580602 1510676963 534699180
1002581878 748886265 2074509339
1002582140 55896884 648711808
1002583057 565257480 2091786089
100258330 222128607 1427821762
1002584631 1242264039 2103533408
1002585815 1513502347 1771802022
1002586802 1222142432 1064728150
1002587583 51475912 1111555662
1002588600 1380935213 1738205456
1002588845 1999382690 1426033548
1002589588 1724116551 1476816299
100259153 1914318774 1943299355
1002594826 1380935213 2009547602
1002595378 1948897126 853757737
1002597440 1513502347 1426033548
1002598704 334104867 2006574170
100260084 1948897126 677004469
1002603999 1329013187 534699180
100260537 1807934382 1606036108
1002607986 1329013187 750775706
1002608361 489106386 142910878
1002608695 1513502347 2009547602
100260943 1231609043 2091786089
1002611649 1943046654 2009547602
1002611700 1689813014 1426033548
1002612341 1039865072 1479557939
1002614500 220645176 1115861663
1002621373 719225004 1479557939
1002626015 1390020420 750775706
1002628536 1397408430 1580242595
1002631410 61197209 1014880320
1002631494 1836883491 535494784
1002633456 599222534 808142553
100263381 1836883491 730294304
1002633997 1999382690 1479557939
1002635077 1266359958 1111555662
100263594 1513502347 1427358534
1002638085 1637670381 1965690737
1002638729 1184874685 677004469
1002643049 1914318774 1437125105
1002643152 1329013187 1111555662
1002647206 565257480 1738205456
1002649793 61197209 635757919
1002649966 558587328 1387846562
1002651473 1329013187 677004469
1002651634 1807934382 1426033548
1002651962 1836883491 410651138
1002652791 2082658893 1402198397
1002652883 558587328 730294304
1002653709 1390020420 971739543
1002653861 1101107360 1111555662
100265608 1039865072 115399952
1002657457 1482134336 730294304
1002657570 1184874685 1001220045
1002657923 1231609043 648711808
1002660363 1619063395 1437125105
1002665071 1121467465 1083607329
1002665296 1242264039 1426033548
1002666290 220645176 833090460
100266822 1662820050 1111555662
1002669060 1834528096 988390156
1002670074 276412279 1437125105
1002672080 648300748 2009547602
1002672193 1390020420 558296571
1002675799 1566751959 750775706
1002679331 1101107360 736454868
1002680248 2082658893 2006574170
1002680977 1416479967 2074509339
1002684083 648300748 648711808
1002688083 1836883491 1738205456
1002688163 1121467465 1739056251
1002688397 222128607 2006574170
1002690816 1948897126 2125428375
1002691306 1378392855 1437125105
1002691954 1724116551 2006574170
100269266 1325776324 736639923
1002692847 1329013187 2123296337
1002697620 222128607 833090460
1002698915 1914318774 853757737
100269921 51475912 808142553
1002701087 1121467465 2009547602
1002701588 1637065161 471690383
1002703574 508765189 310633452
1002705170 1101107360 1427821762
1002710966 1582842673 1372851660
1002711289 61197209 1427821762
1002711566 1807934382 1301589593
1002711661 1513502347 905774080
1002714403 489106386 1593375463
1002716764 748886265 447401866
1002716940 61197209 970064216
1002717611 1231609043 1111555662
1002717949 1416479967 2009547602
100271917 1962196947 1738205456
1002721652 1662820050 1771802022
1002722358 1914318774 496897235
1002722794 1836883491 1479557939
1002724308 1329013187 853757737
1002726884 648300748 833090460
1002727134 1231609043 1989173117
1002727751 1836883491 819149290
1002729216 1619063395 1739056251
1002731526 1329013187 1952211397
1002732739 220645176 1648999166
1002733706 1101107360 1771802022
1002734865 51475912 2103533408
1002737015 1116697199 2009547602
1002737761 1416479967 2091786089
1002739455 296106993 1111555662
1002741313 1121467465 1939624107
1002744069 276412279 2103533408
100274422 1101107360 507536789
1002744895 1116697199 2124332529
1002747672 55896884 376417882
1002748081 1513502347 376417882
1002751542 565257480 1427821762
1002751556 1329013187 677004469
10027534 296106993 1033772391
1002758800 1231609043 663757487
1002762378 1121467465 1479557939
100276356 1807934382 2009547602
1002764455 1606851054 1111555662
1002765294 1397408430 2091786089
1002769 565257480 2103533408
1002769972 1836883491 730294304
1002770341 55896884 730294304
1002772770 1513502347 755803624
1002773469 1662820050 483404425
1002774478 1397408430 2009547602
1002774512 508765189 1483420860
1002776379 1329013187 494811751
1002777634 492306891 88220196
1002778398 558587328 1967417949
1002779210 748886265 1927213520
1002779689 492306891 506985877
1002780463 1513502347 1479557939
1002781028 748886265 2009547602
1002782599 1807934382 1437125105
1002782708 748886265 1372851660
1002786288 1962196947 404671237
1002788147 1948897126 2009547602
1002789506 61197209 641749019
1002789582 2082658893 1427821762
1002791147 1380935213 1437125105
100279388 220645176 1740142878
1002796222 1231609043 1833922075
1002796653 55896884 263712879
1002799663 1242264039 1541777490
1002801516 1834528096 1437125105
1002801771 1836883491 7601776
1002802911 1390020420 582793678
1002805352 1121467465 1244495139
1002806267 1101107360 677004469
1002807790 1397408430 1623211718
1002809578 1943046654 1003410926
1002810036 1510676963 1387846562
1002810621 1566751959 1734402268
1002814153 1836883491 1402198397
1002816589 1380935213 1739056251
1002817410 296106993 1304017136
1002818410 565257480 2103533408
1002820636 1962196947 677004469
1002823661 1039865072 1593375463
1002825019 1329013187 1111555662
1002827537 1390020420 1244495139
1002828770 1845831679 1426033548
1002830346 222128607 677004469
1002831039 508765189 2006574170
1002832316 492306891 1490982903
100283298 558587328 1916868464
1002833062 1101107360 730294304
1002833235 1948897126 1437125105
1002836967 51475912 1593375463
1002838136 508765189 487995787
1002838960 1390020420 970554427
1002839555 748886265 1111555662
1002841352 748886265 2006574170
1002845391 1329013187 1813055686
1002845403 1242264039 483246962
1002847457 1242264039 1739056251
1002849176 748886265 1738205456
1002851337 1914318774 1437125105
1002851549 1717409078 1739056251
1002851582 1329013187 1739056251
1002852070 599222534 2009547602
1002858010 492306891 677004469
1002858350 55896884 534699180
100285925 1378392855 1427821762
1002863614 508765189 959401800
1002866680 1231609043 2009547602
1002867321 1689813014 2006574170
1002867662 1575002568 1767684553
1002868526 1836883491 1680150161
1002877078 225050775 1479557939
1002877433 222128607 1638866858
1002878958 1329013187 804264386
1002879617 51475912 730294304
1002882306 508765189 1426033548
1002885532 1121467465 1427821762
1002887758 1121467465 677004469
1002891584 61197209 1014880320
1002892345 508765189 88220196
1002893674 1582842673 2009547602
1002894900 1943046654 701097977
1002895205 1606851054 808142553
1002899083 1662820050 1877310585
1002899224 296106993 1244495139
1002899358 1914318774 580307381
1002901050 1329013187 1738205456
1002902380 61197209 1738205456
100290259 1724116551 1426033548
1002906446 1943046654 808142553
1002909460 1242264039 483246962
1002910884 1836883491 1952211397
1002913762 1101107360 1815400878
1002919329 61197209 1738205456
1002919564 1606851054 1426033548
