tconst parentTconst seasonNumber episodeNumber
1000186169 711353304 1935597282 1504568250
1000186344 726191339 1935597282 1969069028
1000186769 1383180662 1935597282 1835948449
100018702 953513509 1935597282 1590621358
1000187619 1347410405 1935597282 1906157682
1000187872 769923723 2093227591 2093227591
1000187945 1783945379 1935597282 1296460517
1000188041 865923407 1906157682 1969069028
1000188239 1621022051 1906157682 914181773
1000188590 1505026901 1937527650 1335886130
1000188616 1735790115 1935597282 672665070
1000188840 2118107026 1935597282 638692731
1000188965 407899031 1935597282 219586941
1000189029 1841262545 1935597282 427778729
1000189072 1855107801 1906157682 1937527650
1000189334 181857508 2093227591 2093227591
1000189732 1486516492 644545014 69957371
1000189801 1958622671 1935597282 644545014
100018987 129876293 1935597282 1076155389
1000190326 1754012481 1906157682 1076155389
1000190327 560591104 1935597282 1937527650
1000191026 862234862 914181773 195094073
1000191225 683211833 1241497435 1323704328
1000191369 454260968 644545014 644545014
100019137 588945289 1935597282 277511426
1000191495 1927515192 1945353820 1945353820
1000191649 1568453134 1935597282 591023053
1000191788 1629985727 1935597282 1921644518
100019182 1224551566 1935597282 2090564466
100019269 422341118 151672684 1498328245
1000192820 1821577412 1906157682 1263364348
1000192883 1967310813 1935597282 1935597282
1000193080 338502813 2093227591 2093227591
100019319 1514956332 1935597282 914181773
100019322 1632099752 1935597282 1874765383
1000193373 844974345 2093227591 2093227591
1000193540 2073553876 673423518 344075432
1000193877 1310394031 1935597282 519227060
1000193899 248825415 2093227591 2093227591
1000194120 343159319 1935597282 739154255
1000194314 522581174 1746466863 1906157682
1000194576 1825757146 1935597282 745806055
1000195020 2022494280 344075432 1076155389
1000195494 1990024263 1935597282 1587194461
1000195722 1932031968 2093227591 2093227591
1000195780 1950156863 2093227591 2093227591
1000195917 1017798837 1935597282 513439921
1000196230 1177930524 1935597282 971718763
1000196606 1887904283 1746466863 172797324
1000197425 712224164 709462510 69957371
1000197450 873597015 1935597282 1945353820
1000197638 809997502 1935597282 24555272
1000197871 299752907 1296460517 1884490263
1000198066 514222056 1935597282 1488853332
1000198335 2140583716 1935597282 1076155389
1000199025 184290693 2093227591 2093227591
1000199076 1153380482 1935597282 1880724405
1000199149 1105160226 510687177 644545014
1000199295 272271661 2093227591 2093227591
1000199297 957139510 1935597282 1906157682
1000199512 167383945 2093227591 2093227591
1000199652 1852245683 1884490263 1334682972
1000199980 1105749492 2093227591 2093227591
1000200187 528484503 1935597282 1296460517
1000200396 2113894753 1945353820 510687177
1000200990 991757451 2093227591 2093227591
1000201197 1105882751 1935597282 344075432
1000201234 1450876255 1935597282 1921644518
1000201430 490788155 644545014 1125156736
1000201461 816693928 1969069028 945684700
1000201807 1222944489 1296460517 1884490263
1000202371 1830782059 2093227591 2093227591
100020256 1012849847 1935597282 344391885
1000202696 1664169599 1935597282 914181773
1000202923 496118774 2093227591 2093227591
1000203304 1874936720 2093227591 2093227591
1000203446 175311337 2093227591 2093227591
1000203593 427581419 510687177 1791996849
1000204273 1180334937 1935597282 1828073767
1000204471 1010997132 1076155389 560826481
1000204644 1558185472 1935597282 1935597282
1000204840 1349764640 1935597282 1969069028
1000205025 1765273752 1935597282 1746466863
1000205831 1023921305 644545014 639098870
1000206088 1660979626 2093227591 2093227591
1000206208 301702675 1935597282 1545822171
1000206345 101457474 1935597282 644545014
1000206532 1305282055 1945353820 2090645506
1000206699 1176993214 510687177 1937527650
1000207280 291462457 1935597282 195094073
100020730 1182310932 1935597282 537466088
1000207956 2086404583 1935597282 539067756
1000209007 110803487 1906157682 1835948449
1000209598 1714568744 2093227591 2093227591
1000209977 1543833782 1935597282 510687177
1000210128 795763845 2093227591 2093227591
1000210604 876418103 2093227591 2093227591
1000211110 1569742298 1076155389 1945353820
1000211726 829230909 1935597282 103317414
1000211885 632906008 2093227591 2093227591
1000212261 320932418 2093227591 2093227591
1000212424 900368937 1296460517 519227060
1000212632 829230909 1935597282 945684700
1000213067 2078055901 2093227591 2093227591
1000214084 1748838953 2093227591 2093227591
100021428 371521455 1935597282 2024678850
1000214547 33604415 1296460517 1884490263
100021510 821777572 2093227591 2093227591
1000215122 1734956279 2093227591 2093227591
1000215168 1511478525 510687177 1945353820
1000215175 295815572 510687177 1590621358
1000215325 705608372 1935597282 1906157682
1000215376 2049884562 1935597282 771650112
1000215461 2021992376 1935597282 644545014
1000215558 1752884677 1935597282 1745105171
1000215616 552583437 1906157682 1906157682
1000216438 1660653581 644545014 1574495735
1000216472 1578924614 2093227591 2093227591
1000216560 1947967415 1935597282 1906157682
1000216613 2091141203 651461093 1522820320
1000217633 592369269 1906157682 43746614
1000218037 653374692 1935597282 438696450
100021809 1597170372 2093227591 2093227591
100021881 6118999 1935597282 982027402
100021899 1921949660 1945353820 1214353729
1000219008 2105711511 1935597282 1238481611
1000219012 167383945 2093227591 2093227591
1000219318 1683694746 2093227591 2093227591
1000219690 1481606506 510687177 709462510
100022011 1121057958 1935597282 1543782251
1000220426 1151717378 1935597282 2087893000
1000220 706423766 151672684 644545014
100022085 297037584 1935597282 1935597282
1000220904 1631387501 1906157682 425443672
100022158 389808222 1076155389 639098870
1000221593 1276002263 1935597282 1296460517
100022195 389212830 1935597282 1076155389
1000222118 1349029049 2093227591 2093227591
1000222315 1800368278 2093227591 2093227591
100022248 269624061 1935597282 941732659
1000223327 574148788 1935597282 1527894894
1000223934 1882743919 1367180859 1884490263
1000223950 1210388206 1935597282 356195830
1000224348 1751168986 2093227591 2093227591
1000225589 1910289158 2093227591 2093227591
1000226175 184289381 1935597282 1945353820
100022626 1396359269 1906157682 195094073
1000226286 573359930 2093227591 2093227591
1000226362 341987598 1076155389 1906157682
1000226404 1404221129 1935597282 1703541195
1000226557 1244166131 1935597282 874384330
1000227111 492878823 1935597282 1921163944
100022739 146192411 1076155389 344391885
1000227622 1791009025 1935597282 2039348590
1000228070 1156662895 2093227591 2093227591
1000228096 1279101157 2093227591 2093227591
100022835 882660079 1935597282 2125956125
1000228376 1242582132 1935597282 2087893000
1000228464 1685891652 1935597282 462501635
1000228476 1347864695 1935597282 1302552406
1000228697 2067764218 1935597282 644545014
1000229387 1187135196 1935597282 1746466863
1000229839 596915502 2093227591 2093227591
1000230505 711097976 2093227591 2093227591
1000230578 848449171 1935597282 387064322
1000230956 105710914 2093227591 2093227591
1000231150 627992640 644545014 2079323604
1000231300 1931465354 914181773 1906157682
1000231552 607426219 1906157682 1296460517
1000231584 683211833 2082222477 1835948449
1000231768 1394160577 2093227591 2093227591
1000232444 1777754837 1935597282 1334682972
1000232767 12643208 1935597282 859470231
1000233497 50490203 1906157682 673423518
1000233853 1815162646 1935597282 279996746
100023417 1595159415 2093227591 2093227591
1000234791 93176707 1935597282 2090638567
1000235114 683211833 371193521 1202357670
1000235645 1556465134 1935597282 1452609776
1000235688 1339627159 1935597282 639098870
1000236305 284756664 2093227591 2093227591
1000236352 1498306578 1296460517 1202357670
1000236499 1217225998 2093227591 2093227591
1000236661 6404123 2093227591 2093227591
1000236883 1356338829 2093227591 2093227591
1000237205 145833807 1935597282 1906157682
1000237406 659061252 1935597282 1296460517
1000237710 815495075 1076155389 644545014
1000238377 1980500766 2093227591 2093227591
1000238850 1488034964 1935597282 1906157682
1000239053 2105711511 1935597282 615406070
1000239224 1601892325 1935597282 2003533324
1000239324 2064329873 1935597282 1858765191
1000239729 1635378829 1935597282 280390321
1000239834 223863960 1935597282 16278662
1000239919 1215235575 1935597282 109464517
1000240107 998435526 1935597282 1076155389
1000240261 1366788070 1935597282 914181773
1000240851 1208007808 2093227591 2093227591
1000241242 1703333311 1935597282 1703541195
1000242249 506911416 1935597282 1653572575
1000242361 1971786414 1935597282 1935597282
1000243076 1752038697 1935597282 1129388262
1000243867 1554374578 1935597282 1791996849
1000243899 1778148096 1935597282 62428033
1000244624 134280959 1935597282 286605195
1000244633 251691913 1296460517 344075432
1000244693 817147772 1296460517 1323704328
1000244809 545845947 1935597282 1343139045
100024496 191970719 1906157682 2109872842
1000245135 275387035 1935597282 1935597282
1000245445 1281433825 1296460517 709462510
1000246207 811495554 1906157682 24555272
1000246317 1965681093 2093227591 2093227591
1000246449 1137971053 2093227591 2093227591
1000246708 1396721426 1935597282 1367180859
1000246978 1447425213 1935597282 1324024435
1000247366 346117568 2093227591 2093227591
10002475 336901880 1906157682 1884490263
1000247583 1543896187 1935597282 1574495735
1000247700 848817957 1935597282 1559075880
1000248141 215133783 1935597282 1574495735
1000248639 1464571920 1906157682 783120864
1000249696 1410589959 195094073 1323704328
1000250370 460993711 1935597282 1906157682
1000250462 1144391281 2093227591 2093227591
1000250652 861829008 1935597282 1999395686
1000250881 1284155851 1906157682 1367180859
1000250885 249403888 510687177 1527299271
1000250905 681798874 2093227591 2093227591
1000251038 1059742389 1935597282 1323704328
100025116 1853696130 2093227591 2093227591
1000251220 1846395291 644545014 982027402
1000251483 1652185049 1935597282 904736514
1000251985 2005793982 2093227591 2093227591
1000252047 721589657 1935597282 1367180859
1000252164 1788212116 2093227591 2093227591
100025268 673838600 1935597282 195094073
1000253444 468547727 1935597282 1601570710
1000253498 883085043 1945353820 513439921
1000253922 986967954 1935597282 1294328005
1000254217 1152575816 1935597282 1643770410
100025427 774334014 1935597282 1751479049
1000254384 374556209 1935597282 2052409584
1000254604 144849919 1935597282 1076155389
1000254611 1208606144 1935597282 461947914
100025492 194947985 2093227591 2093227591
1000255183 111315630 2093227591 2093227591
1000255220 1298590990 1935597282 1884490263
1000255222 1415024573 1935597282 719457268
1000255355 706965693 1935597282 1935597282
100025558 269624061 1935597282 1405408287
1000255846 1184587608 1906157682 1884490263
1000256268 1786889231 1906157682 1161941674
1000256269 1549063380 1935597282 1272692243
1000256281 277143113 1935597282 800698447
1000256816 1557390952 2093227591 2093227591
1000257830 1795816125 1296460517 344075432
1000257903 1189775544 2093227591 2093227591
1000258353 436061308 1935597282 1241497435
1000258814 481446737 644545014 1884490263
1000258965 1524249097 1935597282 1945353820
1000259560 1224264602 1935597282 2022256110
1000259671 1341160877 1935597282 278236353
1000259715 532167849 1969069028 1935597282
1000259929 1206644673 1935597282 1709234884
1000260746 1736636175 1935597282 1884490263
1000261216 1465200323 1935597282 208680108
1000261306 1917991108 1935597282 151672684
1000261397 2133960109 1935597282 1574495735
1000261438 248981445 2093227591 2093227591
100026157 864088006 2093227591 2093227591
1000261596 452867808 1906157682 1367180859
10002617 1177596747 1296460517 1076155389
1000261960 8780275 644545014 945684700
1000262055 608623749 513439921 1076155389
1000262401 1503877217 2093227591 2093227591
1000262651 1225741447 2093227591 2093227591
1000263185 1582983389 1296460517 639098870
1000263321 1770334379 2093227591 2093227591
1000263337 414037993 1935597282 1746466863
1000263423 1505026901 651461093 1120136902
1000263849 713036221 1935597282 1110765071
1000263866 1578350010 2093227591 2093227591
1000264376 311170520 1906157682 1117838115
1000264564 343191034 1935597282 151672684
1000264842 610371624 1935597282 1951500342
1000265002 674660855 2093227591 2093227591
1000265296 32173463 2093227591 2093227591
1000265433 413014471 1906157682 1367180859
1000265526 303753010 2093227591 2093227591
1000265606 1874067697 1935597282 639098870
1000266018 349456579 510687177 644545014
1000266358 1281433825 1296460517 639098870
1000266456 1390662713 1935597282 358563577
100026652 1242062927 1935597282 1108021989
1000266986 656162835 1935597282 491786508
1000267291 73283903 1296460517 297064940
1000267577 2011103699 914181773 1202357670
1000267718 504848335 1935597282 1253499473
1000267904 962924259 1935597282 1498162183
1000268140 582807808 2093227591 2093227591
1000268157 1052812928 2093227591 2093227591
1000268407 2054302410 1296460517 1204896410
1000268558 1157592580 1935597282 644545014
1000268623 661399572 1935597282 1669552644
1000268801 1552181295 2093227591 2093227591
1000269605 780741682 1076155389 151672684
1000270416 1558982514 1935597282 1076155389
100027042 1466686675 1906157682 293181505
100027128 686539231 1935597282 309689843
1000271380 1197284752 2093227591 2093227591
1000271440 1079145172 1935597282 1658552216
1000271547 5757123 2093227591 2093227591
1000272302 702992650 1935597282 1852234051
1000272495 1033683640 1935597282 732363707
1000272661 869214409 1296460517 510687177
1000272683 848449171 1935597282 1719608509
1000272996 1142865224 2093227591 2093227591
1000273430 155170044 2093227591 2093227591
1000273647 597087210 1367180859 1076155389
1000273973 452517885 1296460517 344391885
1000274132 480587361 1935597282 1241497435
1000274149 1948774397 1241497435 1076155389
1000274157 1364154013 1935597282 1651973008
1000275083 552694738 1906157682 1324024435
100027509 1830782059 2093227591 2093227591
1000275713 1377201407 1935597282 1262379872
1000276029 1192548978 2093227591 2093227591
1000276168 404998301 1935597282 1935597282
1000276282 520850783 1296460517 1202357670
1000276365 2103511027 1884490263 371193521
1000276595 1632325229 1935597282 69433363
1000276706 1096116131 1935597282 1305968554
1000277121 1161314467 2093227591 2093227591
1000277310 677158744 2093227591 2093227591
1000277435 1252945159 1935597282 61881961
1000277485 666453962 1935597282 1937527650
1000277588 820412688 1935597282 984081352
1000277656 1058388766 195094073 1811826132
1000277755 706423766 1774904974 651461093
1000278606 1321230514 644545014 1296460517
1000278949 646807025 2093227591 2093227591
1000279567 1219958835 644545014 1367180859
1000279640 1855770820 1935597282 644545014
1000279870 1097714578 2093227591 2093227591
1000279922 1321281835 1935597282 1202998374
1000280019 963668253 1935597282 1076155389
1000280430 1509372018 1935597282 1945353820
1000281129 1711714168 1935597282 914181773
1000281286 1539439035 1906157682 1323704328
1000281415 1293567684 1906157682 560826481
1000281895 1946013089 1935597282 1099957357
1000282209 1871530722 1935597282 1671976830
1000282365 266535517 1935597282 1296460517
1000282679 2014509929 2093227591 2093227591
100028268 2012427262 1296460517 1774904974
1000282695 492878823 1935597282 1130185153
1000282754 1729050687 510687177 1884490263
100028295 849437597 1935597282 2041519801
1000283077 1139850298 1935597282 709462510
1000283402 1373559682 1935597282 806422945
100028341 266651258 1935597282 1076155389
1000283506 1184070942 2093227591 2093227591
1000283816 1222388126 1935597282 115292587
1000284308 1051704814 1906157682 1902511248
1000284774 744577749 2093227591 2093227591
1000284789 689515936 1935597282 1296460517
100028533 1315942652 2093227591 2093227591
1000285530 1318631122 1935597282 267549884
1000285834 1555929106 1935597282 1367180859
1000285995 670965827 1935597282 904736514
1000286074 67292523 1935597282 231905756
1000286353 1549163743 1367180859 1906157682
1000286457 2146931039 2093227591 2093227591
1000286657 1597279373 1935597282 982027402
1000286723 647398939 914181773 644545014
1000286744 1885849006 1935597282 1619717612
1000286876 1664786031 2093227591 2093227591
1000287759 1869748358 2093227591 2093227591
1000287881 876077326 2093227591 2093227591
1000287895 1950841420 1935597282 510687177
1000288104 212350256 2093227591 2093227591
1000288225 1318631122 1935597282 2057953595
1000288293 1212188109 2093227591 2093227591
1000288567 490362941 1935597282 644545014
1000288886 583079042 1935597282 1305968554
1000289489 1061879411 1202357670 277511426
1000289531 1564002100 1906157682 1906157682
1000289662 1592376272 1935597282 658142020
1000289665 38078450 1935597282 784501853
1000289949 1256505242 1935597282 1323704328
1000290064 1708310102 1935597282 1948328691
1000290229 1034382501 1076155389 1084330488
1000290411 1285668518 1746466863 1367180859
1000290644 1599097060 1935597282 1262379872
1000290728 840222465 2093227591 2093227591
1000291294 901769602 1935597282 1009678307
100029144 214806592 1935597282 1945353820
1000291530 84431971 1935597282 1211014153
1000291534 755846999 1935597282 1969069028
1000291770 946885617 1935597282 1498162183
100029185 230537606 2093227591 2093227591
1000293786 815298347 2093227591 2093227591
1000293976 527129820 2093227591 2093227591
1000294038 1164555977 2093227591 2093227591
1000294089 675076899 1935597282 1587194461
1000294867 329514214 1935597282 1076155389
1000294938 612617694 2093227591 2093227591
100029500 673293929 1296460517 344075432
1000295071 635429484 1935597282 1300038429
1000295524 167629112 1935597282 1296460517
1000295927 1950057074 2093227591 2093227591
100029661 2136107531 1296460517 310830959
1000296653 407899031 1935597282 1149875453
1000296759 291845372 1935597282 1906157682
1000297309 305858091 1935597282 914181773
1000297549 1591918375 2093227591 2093227591
1000298649 1688338087 1935597282 195094073
1000298744 1950445893 1076155389 1906157682
1000298914 2091932309 2093227591 2093227591
1000298926 1175239919 1935597282 1826350650
1000298941 972283248 1935597282 1839747844
100029899 1449063893 1935597282 1125156736
1000299312 1133697386 1906157682 1334682972
1000299472 262766045 2075431989 1865237501
1000299506 358652364 1935597282 1211014153
1000299602 1337777728 2093227591 2093227591
1000300737 836120296 1935597282 1574495735
1000301569 677576099 1935597282 1129388262
1000301604 492878823 1935597282 495171902
1000301817 1685891652 2093227591 2093227591
1000301827 116690427 1935597282 344075432
1000301931 1806160854 1906157682 1747095600
1000301995 1861777697 1935597282 277511426
1000302888 2080082849 2093227591 2093227591
1000303145 765672539 1935597282 115292587
1000303306 110134110 1935597282 1937527650
1000303354 493567987 1935597282 1880724405
1000303382 221340578 1945353820 1076155389
1000303665 1564234704 914181773 1296460517
1000303678 1310829960 1935597282 1935597282
1000303708 1265393274 344075432 2082222477
1000303834 678729139 1935597282 1906157682
1000304021 1397122996 1935597282 1483406606
1000304041 1569478512 1935597282 1050904574
1000304044 220033071 1935597282 1367180859
1000304296 1328215987 1935597282 639098870
1000304618 611482456 1935597282 1999434077
1000304647 671127847 1935597282 1730742744
1000304700 1600132871 1935597282 195094073
1000305323 1809189725 2093227591 2093227591
1000305453 625722110 510687177 62428033
1000305568 1904948052 1935597282 159090221
1000305622 962314061 1935597282 1343139045
1000305783 1748838953 2093227591 2093227591
1000305868 60839380 1884490263 1935597282
1000305880 279121294 1935597282 382606480
1000305892 1568282306 651461093 1567722480
1000305971 2007464371 1935597282 1519530856
100030605 1429195821 1906157682 1935597282
1000306361 1321231429 1935597282 1774904974
1000306361 1584396010 1296460517 1296460517
1000306759 2063239554 1935597282 344075432
1000306939 2100697341 2093227591 2093227591
1000306997 34172948 344075432 1085914017
1000307176 1485370911 1935597282 2093580768
1000307225 1289119873 1935597282 302584498
1000307459 1681451030 1935597282 2039348590
1000307723 1425174848 1935597282 371193521
1000307816 1650450239 1935597282 1076155389
1000307993 1926163459 1296460517 1367180859
1000308212 186244305 2093227591 2093227591
100030829 2075288771 639098870 510687177
1000309152 1521665395 1935597282 237737579
1000309348 658527045 1935597282 1935597282
1000309509 981434908 1367180859 510687177
1000309705 1311363948 1935597282 1906157682
1000310109 711353304 1935597282 1585960247
1000310761 491796273 1296460517 1935597282
1000310780 1184171284 1935597282 1535723701
1000311027 253943497 2093227591 2093227591
1000311278 1791143237 2093227591 2093227591
1000311672 255127954 2093227591 2093227591
1000312226 2093048318 2093227591 2093227591
1000312239 274251056 1935597282 1076155389
1000313388 273739835 1935597282 1945353820
1000313492 517490237 1935597282 425443672
1000313509 1995048131 344075432 1498162183
1000313777 1756625839 1906157682 639098870
1000313842 726808420 1296460517 250509367
1000314441 1244260416 1935597282 1120136902
1000314802 1661803260 1935597282 277511426
1000314874 593933642 1935597282 904736514
1000315572 842349563 1935597282 1811826132
1000315674 1903196540 1935597282 1076155389
1000315803 257983130 1937527650 438696450
100031590 1841435575 2093227591 2093227591
1000316107 1674247544 1935597282 1919047519
1000316194 202905990 1906157682 427778729
1000316350 1008283747 344075432 277511426
1000316361 1631159545 1935597282 106183564
1000316473 167383945 2093227591 2093227591
1000317099 55181298 1935597282 658142020
1000317165 1659506705 1935597282 409043151
1000317345 2030492185 1935597282 1587194461
1000317364 195741679 1935597282 1643770410
1000317418 1364154013 1935597282 548802749
1000317820 40191965 1296460517 1296460517
100031783 27467518 1296460517 344075432
1000318180 1353496361 1935597282 344075432
1000318276 39472898 1906157682 644545014
1000318766 1177638951 1906157682 1367180859
1000319192 269624061 1935597282 2101419824
1000319328 1357196265 2093227591 2093227591
1000319436 1434057280 1969069028 1296460517
1000319515 578241047 1935597282 1969069028
1000319705 791064319 1906157682 698230995
1000319708 1212863672 510687177 510687177
1000319785 1516611241 1935597282 1296460517
1000320023 1097483499 2093227591 2093227591
1000320116 2105711511 1935597282 493233127
1000321138 1242222606 1935597282 576110259
1000321513 1011438050 1935597282 1594283030
1000321897 359557436 2093227591 2093227591
1000322445 2058818185 1935597282 1262379872
1000322492 630887148 2093227591 2093227591
1000322913 629170472 1935597282 1076155389
1000323035 2055518985 1935597282 510687177
1000323178 2078893743 1935597282 638692731
1000323977 1526218239 639098870 344075432
1000324230 957028394 1906157682 1296460517
1000324368 1594117269 1935597282 1811826132
100032480 1033419004 1935597282 656410429
1000325117 610988569 1935597282 1935597282
1000325330 1070106289 1296460517 1125156736
1000325611 949081627 1935597282 1912041594
1000325880 1443085540 2093227591 2093227591
1000325937 1674112411 2093227591 2093227591
1000326360 737671169 1935597282 1202357670
1000326467 1170767226 1935597282 510687177
1000326518 896532254 2093227591 2093227591
10003271 1341160877 1935597282 329781277
1000327230 1013088367 1935597282 1498162183
1000327484 864173013 1296460517 914181773
100032759 1730183097 1935597282 560826481
1000327849 1743079834 1935597282 309210934
1000327949 756605412 1935597282 151672684
100032865 1859404255 2093227591 2093227591
1000328747 38617038 1935597282 560826481
1000328858 767380766 1935597282 1076155389
1000328971 1597508102 1935597282 679178990
1000329026 1960153034 1935597282 1443577379
1000329161 1188538359 1935597282 510150877
1000329188 956924550 1935597282 2146548291
1000329205 280078409 2093227591 2093227591
1000329707 1390662713 1935597282 339828947
1000329826 477044849 1935597282 690260956
1000330353 1354348822 195094073 1945353820
1000330424 2137763230 1774904974 1296460517
1000331233 1624092928 1296460517 1906157682
1000331592 1810873745 1935597282 1296460517
1000331945 1162843180 1296460517 644545014
1000331985 527418596 1935597282 159090221
1000332155 482631179 1935597282 1367180859
1000332477 310391478 1906157682 1241497435
1000332495 2057123477 2093227591 2093227591
1000332763 159428251 1935597282 914181773
1000332989 2077249972 1296460517 427778729
1000333091 897080942 344075432 513439921
1000333092 1399765305 1935597282 2013889131
1000333132 945796542 1935597282 1945353820
1000333244 1226592990 2093227591 2093227591
1000333397 130737375 1935597282 1028975223
1000333430 396680324 1110765071 1175448239
1000333466 2060507797 1296460517 889389193
1000333974 551963018 1935597282 235220664
1000334641 1478059428 1296460517 1884490263
1000334859 1661732908 1906157682 1202357670
1000334884 1094302263 1935597282 277511426
1000334927 653130015 800698447 639098870
1000335339 1526166676 2093227591 2093227591
1000335618 168355531 644545014 1367180859
1000335772 86357767 2093227591 2093227591
1000335780 1296755898 2093227591 2093227591
1000336249 669406155 2093227591 2093227591
10003363 1990103961 2093227591 2093227591
1000336445 2090533300 1935597282 1746466863
1000336495 1532917357 1935597282 1343139045
1000337025 814568265 1935597282 1522820320
1000337026 1664964730 1935597282 540262392
1000337538 956723765 1935597282 2022345579
1000338778 1638881313 1935597282 1981566504
1000338834 1361918605 2093227591 2093227591
1000339028 899288259 2093227591 2093227591
1000339381 1705957468 644545014 1574495735
1000339625 1240979990 1935597282 33812084
1000340031 1921119802 1906157682 1935597282
1000340664 1263316537 1935597282 1719608509
1000341194 1584892329 1935597282 1076155389
1000341464 461725676 1935597282 1945353820
1000341592 1076223797 1935597282 1296460517
1000341623 56039642 1935597282 1204896410
100034164 814568265 1935597282 932002349
1000341882 1457058545 1935597282 235100473
1000342139 1276309595 2093227591 2093227591
1000342146 1323269463 1935597282 510687177
1000342305 714972392 1945353820 2022256110
100034232 1250784020 2093227591 2093227591
1000342394 988397152 1935597282 1835948449
1000342469 1040513254 1935597282 1085914017
1000342545 37000209 1935597282 1494846872
1000342632 284104474 1906157682 510687177
1000343041 1735696057 2093227591 2093227591
1000343489 2062681529 1906157682 195094073
10003435 1135267133 2093227591 2093227591
1000343641 810632649 1935597282 360546515
1000343817 1281939500 1935597282 1935597282
1000344013 1151686647 1935597282 344075432
1000344031 2001616879 1935597282 208680108
1000344123 1289119873 1935597282 945684700
1000344148 1410241925 1906157682 1076155389
1000344317 1574313090 2093227591 2093227591
1000344353 561491179 510687177 510687177
1000344769 1673988712 1935597282 1343139045
1000344882 1911663396 1935597282 644545014
1000344909 373590042 1935597282 2022256110
1000345034 211560239 1935597282 1935597282
1000345069 480839821 2093227591 2093227591
1000345425 839828436 2093227591 2093227591
1000345667 1674640646 1935597282 776834296
1000345870 1004635512 1935597282 1791996849
1000346033 1407070769 2093227591 2093227591
1000346260 1023449648 1906157682 1296460517
1000346406 1478356954 1935597282 1884490263
1000346634 1600492213 1076155389 1125156736
1000346765 1302310768 1935597282 644545014
1000347288 1623313985 1935597282 1300347564
1000347999 1224622921 1935597282 644545014
1000348068 2053288359 1935597282 1302552406
1000348710 1169688688 1935597282 1296460517
1000349308 1021295779 1935597282 2109872842
1000349550 209601780 709462510 644545014
1000349881 2059523496 914181773 1324024435
1000350437 1465948688 1906157682 344391885
1000350519 1916437679 1935597282 510687177
1000350618 121213424 1906157682 1076155389
1000350750 1010414794 2093227591 2093227591
1000350908 2009956971 1296460517 1125156736
1000350943 843409706 1574495735 530870204
1000351006 59380289 1935597282 1296460517
1000351024 1378616897 1559075880 1367180859
1000351415 1224551566 1935597282 1709234884
1000351418 1455374529 1935597282 1906157682
1000352011 931177037 344075432 276107499
1000352023 967106230 1906157682 195094073
1000352265 1962159421 2093227591 2093227591
1000352500 192359943 1906157682 1884490263
1000353268 1624006555 1935597282 942404898
1000353499 686539231 1935597282 299642380
100035356 1225346568 2093227591 2093227591
1000354496 1844893684 1935597282 1296460517
1000354670 626663905 2093227591 2093227591
1000355339 1398992230 1076155389 1945353820
1000355420 1824767256 914181773 1296460517
1000355526 1637130521 2093227591 2093227591
1000355916 54703313 1906157682 344075432
1000355947 943232157 1935597282 1189819252
1000356071 1430538068 1935597282 87899813
1000356247 130258603 1935597282 1370241804
1000356833 249403888 510687177 325594280
1000357011 1168167215 1935597282 1005901381
1000357786 1791143237 2093227591 2093227591
1000357878 13717149 644545014 914181773
1000357954 1479117104 2093227591 2093227591
1000358298 808343978 1935597282 21636395
1000358609 1069376029 195094073 510687177
1000358821 1501067307 1935597282 1296460517
1000358858 1463018965 914181773 644545014
1000358911 875964671 1945353820 1296460517
1000359135 1958875878 2093227591 2093227591
1000359396 851056562 1935597282 195094073
1000359529 632906008 1935597282 241052893
10003596 1764795717 1935597282 766912633
1000359755 1836889707 1076155389 172797324
100036032 1774388280 1935597282 1636233800
1000360820 1913609932 1296460517 651461093
1000361144 204950962 914181773 709462510
1000361191 1623313985 1935597282 2112793547
1000361232 1947783879 1367180859 1906157682
1000361509 1814991691 1935597282 1884490263
1000361525 1526218239 1746466863 1937527650
100036186 861829008 1935597282 1937527650
1000362167 1109805940 1935597282 539067756
1000362274 1440580903 1935597282 1296460517
1000362330 125146950 2093227591 2093227591
1000362687 1608143574 1935597282 660829295
1000362763 1607340544 1935597282 1935597282
1000363332 286967800 1935597282 1042701288
1000363494 1223737264 1935597282 1296460517
1000363782 2135079476 1935597282 1176284896
1000363884 728575314 1935597282 709032795
100036416 751284863 1945353820 914181773
1000364475 644677488 1935597282 1296460517
1000364507 457796021 1367180859 1969069028
1000364645 1483830322 1935597282 1126740896
1000364720 250517749 344075432 1935597282
1000364946 924461064 1076155389 1835948449
1000364973 871299919 1935597282 515773166
1000365555 1785932252 1935597282 1574928932
1000365787 1655255809 1945353820 1835948449
1000366222 35700557 1935597282 28037906
1000366883 436614215 1935597282 1522820320
1000366924 1149890126 1935597282 484562405
1000366986 2083450038 644545014 1776595210
1000367444 1721098099 1906157682 513439921
1000367447 1898614820 1935597282 438696450
1000367716 840853865 1296460517 1906157682
1000367751 1010413734 1906157682 510687177
1000367776 1934993358 1935597282 859884549
100036791 1308606579 1935597282 344391885
1000368077 1735696057 2093227591 2093227591
100036839 350366425 2093227591 2093227591
1000368575 900513060 510687177 914181773
1000368897 1814419796 1935597282 276107499
1000369120 780234435 1884490263 195094073
1000369149 1095070654 2093227591 2093227591
1000369600 1305282055 195094073 1335886130
1000370778 1835434463 2093227591 2093227591
1000372033 953513509 1935597282 1129388262
1000372394 718915472 1935597282 297064940
100037243 1726909869 1906157682 914181773
