nconst primaryName birthYear deathYear primaryProfession knownForTitles
1000071048 129439520 2126297961 2126297961 1443915825 2067304329
1000071188 780832942 2126297961 2126297961 48867219 477928375
1000071226 574370496 2126297961 2126297961 48867219 2126297961
1000071243 2122183590 2126297961 2126297961 48867219 2126297961
1000071343 560342977 2126297961 2126297961 5871712 1433080941
1000071408 1591270945 2126297961 2126297961 48867219 1447619414
1000071547 1507647346 2126297961 2126297961 641601868 867616276
1000071772 958951588 2126297961 2126297961 764294431 1060474133
1000071780 1821375502 2126297961 2126297961 1190972371 2098252345
1000071864 1107750928 2126297961 2126297961 48867219 1620548007
1000071956 688045214 2126297961 2126297961 641601868 2126297961
100007213 1204821686 2126297961 2126297961 641601868 2126297961
1000072159 850472695 2126297961 2126297961 556859920 1544329334
1000072364 634839689 2126297961 2126297961 90579072 868780682
1000072410 423886740 2126297961 2126297961 1946546233 1916654298
1000072459 26264005 2001525836 2126297961 356600733 1259302734
100007288 205932870 2126297961 2126297961 48867219 171307810
1000072912 6972698 2126297961 2126297961 90579072 1226034404
1000073036 405083424 2126297961 2126297961 1333747785 1497031787
1000073091 773093661 2126297961 2126297961 562515633 380633925
1000073096 593555766 2126297961 2126297961 641601868 2126297961
1000073114 604640254 2126297961 2126297961 1190972371 2126297961
1000073310 1417941413 2126297961 2126297961 1897236228 1778214794
1000073381 1019074134 2126297961 2126297961 48867219 2126297961
1000073444 1490256527 2126297961 2126297961 289259722 1775599116
1000073474 1201284864 81182566 1950343503 641601868 1943078780
100007359 557711823 2126297961 2126297961 641601868 691718703
1000073732 1708816133 2126297961 2126297961 90579072 75775298
1000073852 1133263368 2126297961 2126297961 90579072 651583784
1000073984 2106778141 2126297961 2126297961 289259722 1670666777
1000074017 219805636 2126297961 2126297961 641601868 1607310340
1000074080 957274421 2126297961 2126297961 1181129578 2099227667
1000074131 494593419 2126297961 2126297961 641601868 2005106476
1000074188 947378249 2126297961 2126297961 1897236228 356951537
1000074776 2078448805 2126297961 2126297961 90579072 555272169
1000074805 1617737860 255511596 2049284526 1980261319 108610609
1000074924 890419611 2126297961 2126297961 641601868 242040353
1000074926 2095502006 2126297961 2126297961 1447170548 1835021378
100007511 1857654512 2126297961 2126297961 90579072 98357352
1000075665 834238704 2126297961 2126297961 105119284 522438965
1000075670 1385125812 2126297961 2126297961 1190972371 753005267
1000076036 50260301 2126297961 2126297961 90579072 1349361022
1000076319 38411955 2126297961 2126297961 1134304899 294629716
1000076394 696968027 2126297961 2126297961 641601868 1774577992
1000076514 1514228934 2126297961 2126297961 90579072 1989070188
1000076519 389945586 2126297961 2126297961 90579072 357096017
100007709 2024699946 2126297961 2126297961 1908228221 1445748516
1000077100 1438261788 2126297961 2126297961 1946546233 159374108
1000077753 154240348 2126297961 2126297961 1190972371 298571675
1000077789 1300200429 2126297961 2126297961 1739211673 1145123092
1000077966 1086910850 2126297961 2126297961 48867219 2126297961
10000780 865702923 2126297961 2126297961 562515633 680341310
1000078204 961576394 2126297961 2126297961 1190972371 1243621894
1000078286 143997395 2126297961 2126297961 855775072 1685544678
100007835 1634253499 2126297961 2126297961 2094793598 1449037831
1000078386 885440693 2126297961 2126297961 48867219 2126297961
1000078420 949117026 2126297961 2126297961 1937826733 536129907
1000078826 993867543 2126297961 2126297961 771556289 1680374189
1000078892 1597320823 2126297961 2126297961 90579072 2126297961
1000078970 1836332447 2126297961 2126297961 431574259 2126297961
1000079073 1275545992 2126297961 2126297961 90579072 1467901775
1000079192 314495855 2126297961 2126297961 48867219 1085423969
1000079403 1204279802 2126297961 2126297961 449632564 2072599587
1000079514 1037208952 2126297961 2126297961 300284330 735970617
1000080003 876288235 2126297961 2126297961 48867219 528809868
100008045 1650161502 2126297961 2126297961 90579072 2126297961
1000080752 2140828417 2126297961 2126297961 562515633 2126297961
1000080979 1060228667 2126297961 2126297961 48867219 2126297961
1000081049 1619076120 2126297961 2126297961 48867219 2126297961
1000081165 1978083620 2126297961 2126297961 17995074 127816412
1000081231 626664561 2126297961 2126297961 577802669 785247771
1000081243 1690413996 2126297961 2126297961 48867219 2126297961
1000081358 1960090655 2126297961 2126297961 2094793598 2126297961
1000081623 1031290793 2126297961 2126297961 48867219 291083861
1000081659 1507933752 2126297961 2126297961 48867219 2126297961
1000081930 1390235235 2126297961 2126297961 469068517 1195718739
1000081943 53444485 2105271132 2126297961 90579072 1109102616
1000082217 511184215 2126297961 2126297961 145980766 928262880
1000082261 600668339 2126297961 2126297961 641601868 677644801
1000082429 2024965725 2126297961 2126297961 48867219 2126297961
1000082455 1448548488 2126297961 2126297961 562515633 1927107221
1000082513 244907000 2126297961 2126297961 43967401 519152285
1000082812 710631095 2126297961 2126297961 2074521603 942202498
1000082815 1095135594 2126297961 2126297961 1897236228 2044248175
1000082878 259589700 2126297961 2126297961 48867219 1588148885
100008306 583730300 2126297961 2126297961 1897236228 683926753
1000083228 1399234565 2126297961 2126297961 1447170548 2126297961
1000083262 2074579080 2126297961 2126297961 48867219 2126297961
1000083383 102565059 2126297961 2126297961 556859920 1780894691
1000083395 221485557 2126297961 2126297961 90579072 2126297961
1000083737 1447193385 2126297961 2126297961 17995074 293829006
1000084020 209655448 2126297961 2126297961 1871555501 1242284589
1000084137 1849791846 2126297961 2126297961 48867219 2126297961
1000084268 1640518050 2126297961 2126297961 1190972371 1913766651
1000084395 927253340 2126297961 2126297961 1911480129 408553050
100008460 58434264 2126297961 2126297961 48867219 2126297961
1000084720 1916540760 2126297961 2126297961 641601868 1074558347
1000084977 1821565558 2126297961 2126297961 641601868 862405960
1000085285 1251411940 2126297961 2126297961 289259722 2126297961
1000085377 696130899 2126297961 2126297961 562515633 1637402565
1000085553 428581527 2126297961 2126297961 641601868 1178497702
1000085690 772217877 2126297961 2126297961 1190972371 1618778802
1000086607 1708415463 2126297961 2126297961 1616154167 2126297961
100008670 1576368530 2126297961 2126297961 641601868 2090066287
1000086764 817611014 2126297961 2126297961 48867219 796604268
1000086789 1580122581 2126297961 2126297961 48867219 1834505364
1000086792 1379959782 2126297961 2126297961 1752819558 1022366963
1000086847 510268626 2126297961 2126297961 1882219768 924372006
1000087108 55252936 2126297961 2126297961 562515633 1472567659
100008725 700582515 2126297961 2126297961 90579072 887690245
100008748 1344220156 41032842 740752489 641601868 201452813
100008754 586069169 2126297961 2126297961 641601868 1771941690
1000087632 1652043651 1080348644 2126297961 641601868 1307797734
1000087705 1074788866 2126297961 2126297961 641601868 1821437880
1000087797 1861517057 2126297961 2126297961 1897236228 44224240
1000087811 2124379931 2126297961 2126297961 1181129578 13341430
1000088661 666677233 2126297961 2126297961 50031346 812541839
1000088768 2126839269 2126297961 2126297961 562515633 1861410346
1000088848 1168225032 2126297961 2126297961 641601868 1905235045
1000088947 637931349 2126297961 2126297961 641601868 1089299642
100008906 1983774657 2126297961 2126297961 90579072 1223922801
1000089133 1640567304 2126297961 2126297961 1190972371 640392646
1000089641 1317869857 2126297961 2126297961 641601868 1199532891
1000089780 1423494346 2126297961 2126297961 48867219 2126297961
1000090174 933364001 2126297961 2126297961 641601868 223182737
1000090273 795157304 2126297961 2126297961 1975947689 749081271
1000090850 353049231 2126297961 2126297961 487072071 235360684
100009138 1128080370 2126297961 1267329409 48867219 2126297961
1000091457 1231620252 2126297961 2126297961 1980261319 2126297961
1000091546 538489083 2126297961 2126297961 641601868 799212076
1000091690 761264033 1629157835 33900664 1695523651 287404278
1000091767 231289758 2126297961 2126297961 641601868 2126297961
1000091902 1001097738 2126297961 2126297961 1057140103 2063548200
1000091951 1694792353 2126297961 2126297961 48867219 1752343820
1000092000 1843132373 2126297961 2126297961 48867219 2126297961
1000092166 2131086540 2126297961 2126297961 48867219 1191355953
1000092209 1936584429 2126297961 2126297961 90579072 1571959642
1000092383 396229700 2126297961 2126297961 48867219 376666298
1000092433 612750341 2126297961 2126297961 641601868 579160605
1000092865 681351446 2126297961 2126297961 641601868 1629499001
1000093147 24788758 2126297961 2126297961 1220993744 1490559417
100009326 454786536 2126297961 2126297961 90579072 1791685368
1000093394 1765154386 2126297961 2126297961 1190972371 1842441319
1000094196 1122267957 2126297961 2126297961 1190972371 1536426328
1000094253 1025642328 2126297961 2126297961 48867219 2126297961
1000094257 342200195 2126297961 2126297961 1294277376 181590700
1000094260 657648950 2126297961 2126297961 641601868 1251101743
1000094536 1100672784 2126297961 2126297961 1181129578 2073179068
1000094557 1741174964 2126297961 2126297961 90579072 1661664776
1000094629 626849731 2126297961 2126297961 641601868 1560415022
1000095114 886049488 2126297961 2126297961 562515633 443643223
1000095127 931784657 2126297961 2126297961 832306944 1294497717
1000095213 503910004 2126297961 2126297961 48867219 2126297961
1000095240 1283425033 2105271132 2126297961 90579072 557484741
1000095262 1110479091 2126297961 2126297961 48867219 2126297961
1000095571 925878871 2126297961 2126297961 48867219 2126297961
1000095855 285222058 2126297961 2126297961 48867219 2126297961
1000095950 1471749074 2126297961 2126297961 48867219 2126297961
100009595 105220333 2126297961 2126297961 1190972371 1915391267
1000096109 881073640 2126297961 2126297961 48867219 2126297961
1000096361 575898009 2126297961 2126297961 1134304899 2055287385
1000096873 8678222 2126297961 2126297961 48867219 2126297961
1000096955 940445914 2126297961 2126297961 84204639 1712108554
1000096964 1911943493 2126297961 2126297961 48867219 2126297961
1000097062 525376579 2126297961 2126297961 48867219 111666711
1000097283 1940537635 2126297961 2126297961 48867219 2126297961
1000097521 805824366 2126297961 2126297961 1897236228 657194261
1000097688 1648652802 2126297961 2126297961 212809481 303033217
1000097702 1156137807 2126297961 2126297961 601053819 1178675494
1000097992 1057840647 2126297961 2126297961 641601868 1576202440
1000098537 28348374 2126297961 2126297961 1190972371 248641151
1000098750 318534727 2126297961 2126297961 641601868 143110382
1000098837 1102841794 2126297961 2126297961 1190972371 1968301169
1000098908 1597776912 2126297961 2126297961 641601868 1681222938
1000099782 753083414 2126297961 2126297961 1453058987 295179628
1000100055 45210032 2126297961 2126297961 90579072 357576032
1000100198 978686643 2126297961 2126297961 1181129578 872521547
1000100338 428812764 2126297961 2126297961 1181129578 1590636381
1000100715 2016620957 2126297961 2126297961 641601868 1165834420
1000100798 175919334 2126297961 2126297961 2017513776 1165209103
1000100994 1459486594 2126297961 2126297961 48867219 2126297961
1000101119 1470763296 2126297961 2126297961 641601868 467202993
1000101160 1882728548 2126297961 2126297961 90579072 184394643
1000101209 1334163552 2126297961 2126297961 2094793598 1188538334
1000101472 706732003 2126297961 2126297961 318302405 374906988
1000101576 1949981813 2126297961 2126297961 41136847 1639001063
1000101627 2058002642 2126297961 2126297961 48867219 1226175759
100010175 257095473 2126297961 2126297961 1980261319 752031468
1000101878 1835481953 2126297961 2126297961 641601868 621437291
1000102445 132425167 2126297961 2126297961 1897236228 702747486
1000102671 447824204 2126297961 2126297961 48867219 2126297961
100010272 1934531359 2126297961 2126297961 641601868 1590034090
1000102853 1838147953 2126297961 2126297961 2094793598 997870714
1000103019 1358350371 2126297961 2126297961 48867219 2126297961
1000103068 167602397 2126297961 2126297961 1740176421 687071016
1000103246 1008444652 2126297961 2126297961 48867219 2126297961
1000103276 1317916218 2126297961 2126297961 641601868 1001237027
1000103324 508304046 2126297961 2126297961 641601868 2060570029
1000103324 786678958 2126297961 2126297961 641601868 787827813
1000104430 1505240103 2126297961 2126297961 641601868 39244778
1000104461 567111875 2126297961 2126297961 245325281 455531114
100010460 1190826955 2126297961 2126297961 90579072 1335753237
1000104660 1696918920 2126297961 2126297961 562515633 1117349112
1000104786 1661313684 2126297961 2126297961 48867219 1092713448
100010484 1597158292 2126297961 2126297961 48867219 839919151
1000104887 1318157913 2126297961 2126297961 48867219 2126297961
1000104920 1900297568 2126297961 2126297961 1897236228 1749423625
1000104951 1331409212 2126297961 2126297961 289259722 1759903877
1000105092 2036840144 2126297961 2126297961 641601868 1381496918
1000105117 1481223581 2126297961 2126297961 48867219 1079568873
1000105453 928858335 1491823715 86833180 641601868 909671739
1000105481 1495846614 2126297961 2126297961 759890543 657608426
1000105528 1547010836 2126297961 2126297961 1190972371 2126297961
1000105615 570419938 2126297961 2126297961 48867219 2126297961
1000105746 1907345270 2126297961 2126297961 577802669 1341228655
1000105910 1818405803 2126297961 2126297961 641601868 1479120883
1000106124 127706467 2126297961 2126297961 399334379 559414823
1000106164 943708329 2126297961 2126297961 1181129578 1301363162
1000106338 1768942693 2126297961 2126297961 641601868 2126297961
1000106599 1961498713 2126297961 2126297961 449632564 879950957
1000106647 2013990652 2126297961 2126297961 641601868 501176336
1000106689 323775515 2126297961 2126297961 1134304899 1213812337
1000106958 1921880875 2126297961 2126297961 48867219 1568696983
1000107176 1359443184 2126297961 2126297961 641601868 1665754168
100010734 937634179 2126297961 2126297961 459026911 1896360290
1000107855 740348326 2126297961 2126297961 641601868 669641010
1000108012 1311312856 2126297961 2126297961 641601868 1754453457
1000108111 938067484 2126297961 2126297961 641601868 789850885
1000108148 1234877571 2126297961 2126297961 90579072 2126297961
1000108348 588154851 2126297961 2126297961 48867219 710904143
1000108473 246267444 2126297961 2126297961 48867219 144004896
1000108652 1598706694 2126297961 2126297961 583568722 1766864312
1000108661 336358686 2126297961 2126297961 48867219 148839988
1000109125 2078250563 2126297961 2126297961 562515633 2126297961
1000109212 495307026 2126297961 2126297961 1190972371 2108082265
1000109381 1991041152 2126297961 2126297961 48867219 2126297961
1000109435 465382014 2126297961 2126297961 90579072 2091472368
1000109610 1108853117 2126297961 2126297961 1190972371 1456549165
1000110058 1255546335 2126297961 2126297961 641601868 314454681
1000110144 1012113514 2126297961 2126297961 922287471 1532494940
1000110276 1760983895 2126297961 2126297961 90579072 1406780417
1000111029 535595987 2126297961 2126297961 641601868 2126297961
1000111071 1794439480 2126297961 2126297961 48867219 2126297961
1000111279 1168867626 2001525836 2126297961 1897236228 1011843409
1000111430 2114044223 2126297961 2126297961 1787049702 1468760852
1000111651 1418558182 1856863050 2126297961 90579072 56181403
1000111663 469922651 2126297961 2126297961 1190972371 1552272222
1000111757 1008534625 2126297961 2126297961 461839610 279916716
10001120 344287807 2126297961 2126297961 1897236228 677768444
1000112159 1953787288 2126297961 2126297961 48867219 2126297961
1000112197 1308208531 2126297961 2126297961 641601868 1984234993
1000112689 435468413 2126297961 2126297961 1015609955 104859507
1000113052 837464641 2126297961 2126297961 562515633 70231257
1000113198 2012250431 2126297961 2126297961 1559727302 1725585311
1000113274 106090637 2126297961 2126297961 90579072 573153582
1000113279 2002311334 2126297961 2126297961 90579072 1863965963
1000113490 41650917 2126297961 2126297961 48867219 2126297961
1000113510 1053717877 2126297961 2126297961 449632564 1072338712
1000113538 1235662454 2126297961 2126297961 48867219 358934432
1000113936 962182497 2126297961 2126297961 48867219 2126297961
1000113997 1966737797 2126297961 2126297961 1190972371 664207229
1000114009 845021906 2126297961 2126297961 1466848729 11514855
1000114120 1963219044 2126297961 2126297961 48867219 2126297961
1000114360 368580868 2126297961 2126297961 48867219 800594327
1000114536 1117628775 2126297961 2126297961 90579072 369346106
10001146 691901431 1172406527 1990290065 1498503311 1528409126
1000114859 2134211961 2126297961 2126297961 1980261319 1727671881
1000114924 1634404553 2126297961 2126297961 641601868 1621599965
1000115297 323994322 2126297961 2126297961 90579072 2126297961
100011534 824607637 2126297961 2126297961 48867219 2126297961
1000115632 1283374496 2126297961 2126297961 778483523 542557092
1000115863 945887977 2126297961 2126297961 641601868 1039923901
1000116021 74332881 2126297961 2126297961 48867219 2126297961
1000116043 42576351 2126297961 2126297961 48867219 2126297961
1000116072 125454174 2126297961 2126297961 209614434 1572921671
1000116141 1087250040 2126297961 2126297961 1190972371 2126297961
1000116185 339864916 2126297961 2126297961 48867219 975768015
1000116426 150138428 2126297961 2126297961 90579072 1943847689
1000116431 1234426029 2126297961 2126297961 48867219 2126297961
1000116459 977123562 2126297961 2126297961 48867219 1162991257
1000116573 1583669187 2126297961 2126297961 641601868 327518597
1000116583 966920854 2126297961 2126297961 48867219 1437761766
1000116733 1954234566 2126297961 2126297961 1959887264 1939054991
100011698 1738221696 2126297961 2126297961 2014341827 903347319
100011763 1296202116 2126297961 2126297961 1771264451 1140554431
1000117673 1481545945 2126297961 2126297961 975420680 159100901
1000117796 150543284 1860847707 2126297961 522546180 1745439887
1000117858 1634368172 2126297961 2126297961 562515633 1220149428
1000118024 1759921736 2126297961 2126297961 48867219 299969386
10001187 1803501847 2126297961 2126297961 48867219 723864997
1000118729 1705472071 2126297961 2126297961 1897236228 1726829150
1000118735 1304183936 2126297961 2126297961 48867219 2126297961
1000118815 937944573 2126297961 2126297961 90579072 1555333138
1000119432 1280123930 2126297961 2126297961 48867219 694548867
1000119502 80945497 2126297961 2126297961 165369970 257886732
1000119961 1375327460 2126297961 2126297961 48867219 1187133614
1000120039 1694345491 2126297961 2126297961 2017513776 815931606
1000120115 1750982831 2126297961 2126297961 48867219 1843859518
100012040 363760022 2126297961 2126297961 48867219 2126297961
1000120479 1829187291 2126297961 2126297961 48867219 2126297961
1000120978 1615669812 2126297961 2126297961 48867219 2126297961
1000121448 243919754 2126297961 2126297961 771556289 2147459477
1000121691 1573829479 2126297961 2126297961 318302405 103167424
1000121949 689985410 2126297961 2126297961 48867219 2126297961
1000122321 1785119939 2126297961 2126297961 111625828 1263887035
1000122377 1933633692 2126297961 2126297961 2030900696 1508913347
1000122476 741078512 2126297961 2126297961 48867219 740246107
1000122727 1122732386 2126297961 2126297961 90579072 1841162028
1000122943 2020225248 213192496 2126297961 600299591 819414783
1000123009 74948414 2126297961 2126297961 1190972371 1148583
1000123086 624142683 2126297961 2126297961 1181129578 494211097
1000123231 1844367018 2126297961 2126297961 2127265699 757329769
1000123352 2027433249 2126297961 2126297961 48867219 1560493039
1000123589 45048982 2126297961 2126297961 48867219 1583962618
1000123846 1711546802 2126297961 2126297961 1190972371 597866469
1000123852 951532141 2126297961 2126297961 1134304899 1571413417
1000123954 998895427 2126297961 2126297961 1110482544 1527281433
1000123958 169969198 2126297961 2126297961 1861298645 1381943055
1000124171 672503378 2126297961 2126297961 641601868 1050103432
1000124285 2046729489 2126297961 2126297961 641601868 1964512562
1000124317 432331988 2126297961 2126297961 48867219 1665202880
1000124422 1159803664 2126297961 2126297961 111625828 2126297961
1000124547 252131511 2126297961 2126297961 641601868 71888954
1000124664 715760429 2126297961 2126297961 48867219 1556372531
1000124672 321501986 2126297961 2126297961 1468316776 11845902
1000124751 1452121318 2126297961 2126297961 562515633 1997034061
1000125083 122143113 2126297961 2126297961 1190972371 829510190
1000125773 1264444991 2126297961 2126297961 641601868 960878217
1000125872 1087264431 2126297961 2126297961 104548188 692871538
1000125881 1826247447 2126297961 2126297961 105119284 2086466290
1000126399 525321255 2126297961 2126297961 641601868 2126297961
1000126520 1395390202 2126297961 2126297961 1107167620 1693920766
100012655 474554761 2126297961 2126297961 48867219 811398443
1000126561 2029871016 2126297961 2126297961 1897236228 376768086
1000126570 1985599333 2126297961 2126297961 48867219 2126297961
1000126679 461636693 2126297961 2126297961 48867219 2126297961
1000126710 665170731 2126297961 2126297961 1181129578 1095188058
1000126832 1136586593 2126297961 2126297961 48867219 1555868553
1000126888 1318419051 2126297961 2126297961 1190972371 336180705
1000126908 1739430650 2126297961 2126297961 1378611669 845862134
1000126919 1767686641 2126297961 2126297961 641601868 1213987750
1000127007 64855700 2126297961 2126297961 1134304899 1904856840
1000127303 1849132259 2126297961 2126297961 641601868 855515452
1000127489 2029429886 2126297961 2126297961 641601868 2126297961
1000127508 646963818 2126297961 2126297961 641601868 718235671
100012780 9057156 2126297961 2126297961 162299647 1331701193
10001278 2093842455 2126297961 2126297961 641601868 1922913103
1000128129 988987920 2126297961 2126297961 1134304899 898304112
1000128274 303950171 2126297961 2126297961 48867219 2126297961
100012831 292717798 2126297961 2126297961 771556289 402598462
1000128370 615649510 2126297961 2126297961 641601868 770362670
1000128461 1932147662 2126297961 2126297961 48867219 2126297961
1000128642 341310568 2126297961 2126297961 48867219 1514725836
1000128675 934242323 2126297961 2126297961 832306944 313167809
1000128731 1609241230 2126297961 2126297961 891097923 1363066021
1000128752 1517831381 2126297961 2126297961 641601868 1888474398
100012887 453628651 2126297961 2126297961 778483523 864786464
1000128910 1267970044 485789618 422032120 641601868 2081907318
1000129127 1998363468 2126297961 2126297961 641601868 1181365332
1000129373 1739636284 2126297961 2126297961 90579072 1711045978
1000130002 1805831081 2126297961 2126297961 48867219 471297282
1000130257 690214617 2126297961 2126297961 891865112 1553915400
100013030 2044941320 2126297961 2126297961 48867219 815341059
1000130334 1956833533 2126297961 2126297961 1871555501 1274112314
1000130352 1376579258 2126297961 2126297961 1333747785 814215758
1000130447 774463181 2126297961 2126297961 482417412 2062209509
1000130653 2110650134 2126297961 2126297961 558550811 1566041801
1000130874 911387586 2126297961 2126297961 1190972371 631602455
1000130997 1300387794 2126297961 2126297961 289259722 696351631
1000131130 1646982059 2126297961 2126297961 1897236228 2126297961
1000131293 1197043782 2126297961 2126297961 318302405 1174432867
1000131419 1274523276 2126297961 2126297961 48867219 1927467798
1000131479 99700774 2126297961 2126297961 48867219 2126297961
1000131486 1987529618 2126297961 2126297961 1563721700 688766588
1000131598 1844020547 2126297961 2126297961 556859920 671514069
1000131705 1977991990 2126297961 2126297961 90579072 1077155407
1000131917 1992042876 2126297961 2126297961 90579072 275833466
100013220 2104719070 2126297961 2126297961 641601868 2126297961
100013229 1721063404 2126297961 2126297961 224509865 806243248
1000132357 1772367546 2126297961 2126297961 759890543 1406836818
1000132386 180667101 2126297961 2126297961 90579072 1258931450
1000132670 1216564416 2126297961 2126297961 1190972371 551932566
1000132689 1742380106 2126297961 2126297961 1897236228 710162086
1000132735 1110494960 2126297961 2126297961 641601868 382026472
1000133302 316626568 2126297961 2126297961 786925001 1133229042
1000133399 618196068 2126297961 2126297961 2094793598 188719625
1000133454 1045596331 2126297961 2126297961 641601868 1210023020
1000133464 915242475 2126297961 2126297961 641601868 587302247
1000133573 1033989394 2126297961 2126297961 1134304899 185315871
1000133708 2131261662 1371841456 2126297961 641601868 1281287718
1000133869 459987742 2126297961 2126297961 1897236228 1921466694
1000133951 1040589831 2126297961 2126297961 1138035784 650156521
1000133955 1864583241 2126297961 2126297961 48867219 2126297961
1000133959 1075600482 2126297961 2126297961 556859920 1679231077
1000134214 277595012 2126297961 2126297961 1897236228 1705005997
1000134332 2095184508 2126297961 2126297961 1068759759 1014204290
1000134445 806392895 2126297961 2126297961 641601868 508607307
1000134482 1902604212 2126297961 2126297961 230774639 702695651
1000134532 887284452 2126297961 2126297961 289259722 124504379
1000134723 353209698 2126297961 2126297961 641601868 1274566740
1000134974 306628299 2126297961 2126297961 1190972371 574202390
1000135018 2031950759 2126297961 2126297961 90579072 266322325
1000135111 1941622747 2126297961 2126297961 1384295394 1523588287
1000135257 372435849 2126297961 2126297961 48867219 206672865
1000135262 910845567 2126297961 2126297961 556859920 1193341016
1000135381 1216817425 2126297961 2126297961 1897236228 2126297961
1000135519 433672704 2126297961 2126297961 641601868 56541157
1000135602 1244590066 2126297961 2126297961 48867219 1148434167
1000135889 1432924168 2126297961 2126297961 111625828 2037492525
1000135928 374580572 2126297961 2126297961 1897236228 2126297961
1000135953 45668454 2126297961 2126297961 1333747785 557254153
1000136006 521088425 2126297961 2126297961 48867219 2072909173
1000136064 1094083970 2126297961 2126297961 2074521603 1176968249
1000136262 1131101717 2126297961 2126297961 90579072 920439989
1000136387 1534508674 2126297961 2126297961 90579072 1598267831
1000136673 1157552906 2126297961 2126297961 90579072 1500147231
1000136843 1431948883 2126297961 2126297961 1140850493 139815185
1000137076 883794735 2126297961 2126297961 48867219 1814926670
1000137255 1286061167 2126297961 2126297961 771556289 1214181507
1000137378 633309772 2126297961 2126297961 1190972371 402259737
1000137526 1899381160 2126297961 2126297961 90579072 182037281
1000137649 741200623 2126297961 2126297961 1181129578 2133190196
1000137871 380829080 1440505722 767668366 641601868 72249345
1000138114 655391673 2126297961 2126297961 48867219 1871072010
1000138122 2004262681 2126297961 2126297961 641601868 2126297961
1000138253 1109758268 2126297961 2126297961 111625828 490751923
1000138373 1414345788 2126297961 2126297961 1838653778 1503051896
1000138687 1176476336 2126297961 2126297961 641601868 597298711
1000138702 1487088222 2126297961 2126297961 449632564 321295660
1000138791 354490384 2126297961 2126297961 219174027 753192295
1000138803 1683277740 2126297961 2126297961 48867219 2126297961
1000139180 1491488554 2126297961 2126297961 358202885 406687268
1000139235 809646071 2126297961 2126297961 48867219 2126297961
100013939 545342740 2126297961 2126297961 641601868 2057844831
1000139427 1126694728 2126297961 2126297961 2017513776 251246238
1000139485 1707367291 2126297961 2126297961 90579072 578121636
1000139501 271999597 2126297961 2126297961 1181129578 1161311224
1000139550 366055974 2126297961 2126297961 1179500641 663824306
1000139942 1279967885 2126297961 2126297961 641601868 1039824878
1000140144 1226095939 2126297961 2126297961 2092412224 2081173821
1000140203 1421223426 2126297961 2126297961 1980261319 81864120
100014021 603993651 2126297961 2126297961 48867219 786766540
1000140291 1538040705 2126297961 2126297961 641601868 1656356217
10001407 1761410991 2126297961 2126297961 90579072 1543646983
1000140812 1030347585 2126297961 2126297961 562515633 1438156322
1000141089 412559732 2126297961 2126297961 1260033685 49065450
1000141128 1013204320 2126297961 2126297961 1134304899 1124010587
1000141250 667441099 2126297961 2126297961 1980261319 897387950
1000141716 934901355 2126297961 2126297961 641601868 49156894
1000142122 190441266 2126297961 2126297961 1181129578 2126297961
1000142627 454241804 2126297961 2126297961 1190972371 161454964
1000142776 1133977434 2126297961 2126297961 90579072 1847867043
1000142830 1255205111 2126297961 2126297961 90579072 2126297961
1000142922 1105557647 2126297961 2126297961 641601868 1295549160
1000143073 2051490331 2126297961 2126297961 1198237894 1643456565
1000143257 1214805653 2126297961 2126297961 829581343 2126297961
1000143267 1699671496 2126297961 2126297961 48867219 227131967
1000143282 557596965 2126297961 2126297961 350907492 1469129071
1000143317 1986510738 2126297961 2126297961 1897236228 2126297961
1000143465 1565862971 2126297961 2126297961 48867219 1574440200
1000143566 777493183 2126297961 2126297961 2144964652 1816814837
1000143 718431635 2126297961 2126297961 318302405 689357243
1000143744 689947165 2126297961 2126297961 1627329917 1986530497
1000143918 1467191029 2126297961 2126297961 903516880 1154369985
1000143976 1037446516 2126297961 2126297961 641601868 1684165103
1000144114 1855783864 2126297961 2126297961 90579072 721977674
1000144713 311227947 2126297961 2126297961 48867219 1307016649
1000144741 2001739432 2126297961 2126297961 48867219 2126297961
1000144815 327661817 2126297961 2126297961 48867219 1193614466
1000144981 1915418891 2126297961 2126297961 50031346 237176331
100014505 1737033390 2126297961 2126297961 1559727302 1701508254
1000145135 569038041 2126297961 2126297961 1559727302 910514891
1000145335 2036833891 2126297961 2126297961 641601868 1020511398
1000145457 300925344 2126297961 2126297961 48867219 1796457019
1000145514 1935719718 2126297961 2126297961 48867219 2126297961
1000145604 1629881089 685617134 2126297961 1156733123 1580633695
1000145620 1652815555 2126297961 2126297961 562515633 311810055
1000145748 413903155 2126297961 2126297961 562515633 35371901
1000145801 1532451931 2126297961 2126297961 90579072 1022120261
1000145895 1302699030 2126297961 2126297961 41136847 41588020
1000145909 1411702442 2126297961 2126297961 90579072 556825603
1000145933 479537795 2126297961 2126297961 90579072 1382261529
1000146005 1965311867 2126297961 2126297961 48867219 2126297961
100014610 1471640870 2126297961 2126297961 641601868 1525362144
1000146288 1805337293 2126297961 2126297961 1980261319 883667152
1000146295 378688085 2126297961 2126297961 359673877 1738840286
1000146424 593489682 2126297961 2126297961 145980766 442892159
1000146468 1715478285 543108854 2126297961 50031346 13787953
1000146480 97343676 2126297961 2126297961 641601868 2126297961
1000146516 865920295 2126297961 2126297961 48867219 886215774
1000146639 1281719876 2126297961 2126297961 175682783 1259022829
1000146752 1752804484 2126297961 2126297961 1980261319 908335887
